Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2016-Q4,FNSV,SA,Balances,Secondary income Central government,-4941,gbp-million,current-account
quarter/2016-Q4,FNTC,SA,Balances,Secondary income Other sectors,-1002,gbp-million,current-account
quarter/2016-Q4,IKBP,SA,Balances,Secondary income  Total,-5943,gbp-million,current-account
quarter/2016-Q4,HBOP,SA,Balances,Current balance,-21330,gbp-million,current-account
quarter/2017-Q1,BOKI,SA,Balances,Trade in goods,-34959,gbp-million,current-account
quarter/2017-Q1,IKBD,SA,Balances,Trade in services,28423,gbp-million,current-account
quarter/2017-Q1,IKBJ,SA,Balances,Trade Total,-6536,gbp-million,current-account
quarter/2017-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,33,gbp-million,current-account
quarter/2017-Q1,HBOM,SA,Balances,Primary income Investment income,-5064,gbp-million,current-account
quarter/2017-Q1,MT5X,SA,Balances,Primary income Other primary income,-214,gbp-million,current-account
quarter/2017-Q1,HBOJ,SA,Balances,Primary income Total,-5245,gbp-million,current-account
quarter/2017-Q1,FNSV,SA,Balances,Secondary income Central government,-4089,gbp-million,current-account
quarter/2017-Q1,FNTC,SA,Balances,Secondary income Other sectors,-933,gbp-million,current-account
quarter/2017-Q1,IKBP,SA,Balances,Secondary income  Total,-5022,gbp-million,current-account
quarter/2017-Q1,HBOP,SA,Balances,Current balance,-16803,gbp-million,current-account
quarter/2017-Q2,BOKI,SA,Balances,Trade in goods,-35289,gbp-million,current-account
quarter/2017-Q2,IKBD,SA,Balances,Trade in services,28134,gbp-million,current-account
quarter/2017-Q2,IKBJ,SA,Balances,Trade Total,-7155,gbp-million,current-account
quarter/2017-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-86,gbp-million,current-account
quarter/2017-Q2,HBOM,SA,Balances,Primary income Investment income,-9255,gbp-million,current-account
quarter/2017-Q2,MT5X,SA,Balances,Primary income Other primary income,-383,gbp-million,current-account
quarter/2017-Q2,HBOJ,SA,Balances,Primary income Total,-9724,gbp-million,current-account
quarter/2017-Q2,FNSV,SA,Balances,Secondary income Central government,-6004,gbp-million,current-account
quarter/2017-Q2,FNTC,SA,Balances,Secondary income Other sectors,-1011,gbp-million,current-account
quarter/2017-Q2,IKBP,SA,Balances,Secondary income  Total,-7015,gbp-million,current-account
quarter/2017-Q2,HBOP,SA,Balances,Current balance,-23894,gbp-million,current-account
quarter/2017-Q3,BOKI,SA,Balances,Trade in goods,-36507,gbp-million,current-account
quarter/2017-Q3,IKBD,SA,Balances,Trade in services,29359,gbp-million,current-account
quarter/2017-Q3,IKBJ,SA,Balances,Trade Total,-7148,gbp-million,current-account
quarter/2017-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-72,gbp-million,current-account
quarter/2017-Q3,HBOM,SA,Balances,Primary income Investment income,-5555,gbp-million,current-account
quarter/2017-Q3,MT5X,SA,Balances,Primary income Other primary income,-343,gbp-million,current-account
quarter/2017-Q3,HBOJ,SA,Balances,Primary income Total,-5970,gbp-million,current-account
quarter/2017-Q3,FNSV,SA,Balances,Secondary income Central government,-4927,gbp-million,current-account
quarter/2017-Q3,FNTC,SA,Balances,Secondary income Other sectors,-944,gbp-million,current-account
quarter/2017-Q3,IKBP,SA,Balances,Secondary income  Total,-5871,gbp-million,current-account
quarter/2017-Q3,HBOP,SA,Balances,Current balance,-18989,gbp-million,current-account
quarter/2017-Q4,BOKI,SA,Balances,Trade in goods,-33723,gbp-million,current-account
quarter/2017-Q4,IKBD,SA,Balances,Trade in services,28067,gbp-million,current-account
quarter/2017-Q4,IKBJ,SA,Balances,Trade Total,-5656,gbp-million,current-account
quarter/2017-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-185,gbp-million,current-account
quarter/2017-Q4,HBOM,SA,Balances,Primary income Investment income,-5771,gbp-million,current-account
quarter/2017-Q4,MT5X,SA,Balances,Primary income Other primary income,-302,gbp-million,current-account
quarter/2017-Q4,HBOJ,SA,Balances,Primary income Total,-6258,gbp-million,current-account
quarter/2017-Q4,FNSV,SA,Balances,Secondary income Central government,-3591,gbp-million,current-account
quarter/2017-Q4,FNTC,SA,Balances,Secondary income Other sectors,-963,gbp-million,current-account
quarter/2017-Q4,IKBP,SA,Balances,Secondary income  Total,-4554,gbp-million,current-account
quarter/2017-Q4,HBOP,SA,Balances,Current balance,-16468,gbp-million,current-account
quarter/2018-Q1,BOKI,SA,Balances,Trade in goods,-34871,gbp-million,current-account
quarter/2018-Q1,IKBD,SA,Balances,Trade in services,28583,gbp-million,current-account
quarter/2018-Q1,IKBJ,SA,Balances,Trade Total,-6288,gbp-million,current-account
quarter/2018-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-109,gbp-million,current-account
quarter/2018-Q1,HBOM,SA,Balances,Primary income Investment income,-8689,gbp-million,current-account
quarter/2018-Q1,MT5X,SA,Balances,Primary income Other primary income,-324,gbp-million,current-account
quarter/2018-Q1,HBOJ,SA,Balances,Primary income Total,-9122,gbp-million,current-account
quarter/2018-Q1,FNSV,SA,Balances,Secondary income Central government,-5179,gbp-million,current-account
quarter/2018-Q1,FNTC,SA,Balances,Secondary income Other sectors,-787,gbp-million,current-account
quarter/2018-Q1,IKBP,SA,Balances,Secondary income  Total,-5966,gbp-million,current-account
quarter/2018-Q1,HBOP,SA,Balances,Current balance,-21376,gbp-million,current-account
quarter/2018-Q2,BOKI,SA,Balances,Trade in goods,-35073,gbp-million,current-account
quarter/2018-Q2,IKBD,SA,Balances,Trade in services,27579,gbp-million,current-account
quarter/2018-Q2,IKBJ,SA,Balances,Trade Total,-7494,gbp-million,current-account
quarter/2018-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-78,gbp-million,current-account
quarter/2018-Q2,HBOM,SA,Balances,Primary income Investment income,-6368,gbp-million,current-account
quarter/2018-Q2,MT5X,SA,Balances,Primary income Other primary income,-249,gbp-million,current-account
quarter/2018-Q2,HBOJ,SA,Balances,Primary income Total,-6695,gbp-million,current-account
quarter/2018-Q2,FNSV,SA,Balances,Secondary income Central government,-4773,gbp-million,current-account
quarter/2018-Q2,FNTC,SA,Balances,Secondary income Other sectors,-974,gbp-million,current-account
quarter/2018-Q2,IKBP,SA,Balances,Secondary income  Total,-5747,gbp-million,current-account
quarter/2018-Q2,HBOP,SA,Balances,Current balance,-19936,gbp-million,current-account
quarter/2018-Q3,BOKI,SA,Balances,Trade in goods,-33763,gbp-million,current-account
quarter/2018-Q3,IKBD,SA,Balances,Trade in services,28365,gbp-million,current-account
quarter/2018-Q3,IKBJ,SA,Balances,Trade Total,-5398,gbp-million,current-account
quarter/2018-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-78,gbp-million,current-account
quarter/2018-Q3,HBOM,SA,Balances,Primary income Investment income,-7177,gbp-million,current-account
quarter/2018-Q3,MT5X,SA,Balances,Primary income Other primary income,-265,gbp-million,current-account
quarter/2018-Q3,HBOJ,SA,Balances,Primary income Total,-7520,gbp-million,current-account
quarter/2018-Q3,FNSV,SA,Balances,Secondary income Central government,-6499,gbp-million,current-account
quarter/2018-Q3,FNTC,SA,Balances,Secondary income Other sectors,-944,gbp-million,current-account
quarter/2018-Q3,IKBP,SA,Balances,Secondary income  Total,-7443,gbp-million,current-account
quarter/2018-Q3,HBOP,SA,Balances,Current balance,-20361,gbp-million,current-account
quarter/2018-Q4,BOKI,SA,Balances,Trade in goods,-38545,gbp-million,current-account
quarter/2018-Q4,IKBD,SA,Balances,Trade in services,29427,gbp-million,current-account
quarter/2018-Q4,IKBJ,SA,Balances,Trade Total,-9118,gbp-million,current-account
quarter/2018-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-121,gbp-million,current-account
quarter/2018-Q4,HBOM,SA,Balances,Primary income Investment income,-6778,gbp-million,current-account
quarter/2018-Q4,MT5X,SA,Balances,Primary income Other primary income,-294,gbp-million,current-account
quarter/2018-Q4,HBOJ,SA,Balances,Primary income Total,-7193,gbp-million,current-account
quarter/2018-Q4,FNSV,SA,Balances,Secondary income Central government,-5382,gbp-million,current-account
quarter/2018-Q4,FNTC,SA,Balances,Secondary income Other sectors,-948,gbp-million,current-account
quarter/2018-Q4,IKBP,SA,Balances,Secondary income  Total,-6330,gbp-million,current-account
quarter/2018-Q4,HBOP,SA,Balances,Current balance,-22641,gbp-million,current-account
quarter/2019-Q1,BOKI,SA,Balances,Trade in goods,-51553,gbp-million,current-account
quarter/2019-Q1,IKBD,SA,Balances,Trade in services,28401,gbp-million,current-account
quarter/2019-Q1,IKBJ,SA,Balances,Trade Total,-23152,gbp-million,current-account
quarter/2019-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-111,gbp-million,current-account
quarter/2019-Q1,HBOM,SA,Balances,Primary income Investment income,-1887,gbp-million,current-account
quarter/2019-Q1,MT5X,SA,Balances,Primary income Other primary income,-289,gbp-million,current-account
quarter/2019-Q1,HBOJ,SA,Balances,Primary income Total,-2287,gbp-million,current-account
quarter/2019-Q1,FNSV,SA,Balances,Secondary income Central government,-6114,gbp-million,current-account
quarter/2019-Q1,FNTC,SA,Balances,Secondary income Other sectors,-988,gbp-million,current-account
quarter/2019-Q1,IKBP,SA,Balances,Secondary income  Total,-7102,gbp-million,current-account
quarter/2019-Q1,HBOP,SA,Balances,Current balance,-32541,gbp-million,current-account
quarter/2019-Q2,BOKI,SA,Balances,Trade in goods,-36943,gbp-million,current-account
quarter/2019-Q2,IKBD,SA,Balances,Trade in services,28542,gbp-million,current-account
quarter/2019-Q2,IKBJ,SA,Balances,Trade Total,-8401,gbp-million,current-account
quarter/2019-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-128,gbp-million,current-account
quarter/2019-Q2,HBOM,SA,Balances,Primary income Investment income,-853,gbp-million,current-account
quarter/2019-Q2,MT5X,SA,Balances,Primary income Other primary income,-330,gbp-million,current-account
quarter/2019-Q2,HBOJ,SA,Balances,Primary income Total,-1311,gbp-million,current-account
quarter/2019-Q2,FNSV,SA,Balances,Secondary income Central government,-5486,gbp-million,current-account
quarter/2019-Q2,FNTC,SA,Balances,Secondary income Other sectors,-925,gbp-million,current-account
quarter/2019-Q2,IKBP,SA,Balances,Secondary income  Total,-6411,gbp-million,current-account
quarter/2019-Q2,HBOP,SA,Balances,Current balance,-16123,gbp-million,current-account
quarter/2019-Q3,BOKI,SA,Balances,Trade in goods,-31751,gbp-million,current-account
quarter/2019-Q3,IKBD,SA,Balances,Trade in services,29999,gbp-million,current-account
quarter/2019-Q3,IKBJ,SA,Balances,Trade Total,-1752,gbp-million,current-account
quarter/2019-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-68,gbp-million,current-account
quarter/2019-Q3,HBOM,SA,Balances,Primary income Investment income,-5457,gbp-million,current-account
quarter/2019-Q3,MT5X,SA,Balances,Primary income Other primary income,-298,gbp-million,current-account
quarter/2019-Q3,HBOJ,SA,Balances,Primary income Total,-5823,gbp-million,current-account
quarter/2019-Q3,FNSV,SA,Balances,Secondary income Central government,-6216,gbp-million,current-account
quarter/2019-Q3,FNTC,SA,Balances,Secondary income Other sectors,-527,gbp-million,current-account
quarter/2019-Q3,IKBP,SA,Balances,Secondary income  Total,-6743,gbp-million,current-account
quarter/2019-Q3,HBOP,SA,Balances,Current balance,-14318,gbp-million,current-account
quarter/2019-Q4,BOKI,SA,Balances,Trade in goods,-17967,gbp-million,current-account
quarter/2019-Q4,IKBD,SA,Balances,Trade in services,30584,gbp-million,current-account
quarter/2019-Q4,IKBJ,SA,Balances,Trade Total,12617,gbp-million,current-account
quarter/2019-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-150,gbp-million,current-account
quarter/2019-Q4,HBOM,SA,Balances,Primary income Investment income,-3249,gbp-million,current-account
quarter/2019-Q4,MT5X,SA,Balances,Primary income Other primary income,-238,gbp-million,current-account
quarter/2019-Q4,HBOJ,SA,Balances,Primary income Total,-3637,gbp-million,current-account
quarter/2019-Q4,FNSV,SA,Balances,Secondary income Central government,-5405,gbp-million,current-account
quarter/2019-Q4,FNTC,SA,Balances,Secondary income Other sectors,-758,gbp-million,current-account
quarter/2019-Q4,IKBP,SA,Balances,Secondary income  Total,-6163,gbp-million,current-account
quarter/2019-Q4,HBOP,SA,Balances,Current balance,2817,gbp-million,current-account
quarter/2020-Q1,BOKI,SA,Balances,Trade in goods,-30016,gbp-million,current-account
quarter/2020-Q1,IKBD,SA,Balances,Trade in services,32972,gbp-million,current-account
quarter/2020-Q1,IKBJ,SA,Balances,Trade Total,2956,gbp-million,current-account
quarter/2020-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-28,gbp-million,current-account
quarter/2020-Q1,HBOM,SA,Balances,Primary income Investment income,-9093,gbp-million,current-account
quarter/2020-Q1,MT5X,SA,Balances,Primary income Other primary income,-182,gbp-million,current-account
quarter/2020-Q1,HBOJ,SA,Balances,Primary income Total,-9303,gbp-million,current-account
quarter/2020-Q1,FNSV,SA,Balances,Secondary income Central government,-5077,gbp-million,current-account
quarter/2020-Q1,FNTC,SA,Balances,Secondary income Other sectors,-1129,gbp-million,current-account
quarter/2020-Q1,IKBP,SA,Balances,Secondary income  Total,-6206,gbp-million,current-account
quarter/2020-Q1,HBOP,SA,Balances,Current balance,-12553,gbp-million,current-account
quarter/2020-Q2,BOKI,SA,Balances,Trade in goods,-14956,gbp-million,current-account
quarter/2020-Q2,IKBD,SA,Balances,Trade in services,32552,gbp-million,current-account
quarter/2020-Q2,IKBJ,SA,Balances,Trade Total,17596,gbp-million,current-account
quarter/2020-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-61,gbp-million,current-account
quarter/2020-Q2,HBOM,SA,Balances,Primary income Investment income,-14616,gbp-million,current-account
quarter/2020-Q2,MT5X,SA,Balances,Primary income Other primary income,-581,gbp-million,current-account
quarter/2020-Q2,HBOJ,SA,Balances,Primary income Total,-15258,gbp-million,current-account
quarter/2020-Q2,FNSV,SA,Balances,Secondary income Central government,-7957,gbp-million,current-account
quarter/2020-Q2,FNTC,SA,Balances,Secondary income Other sectors,-988,gbp-million,current-account
quarter/2020-Q2,IKBP,SA,Balances,Secondary income  Total,-8945,gbp-million,current-account
quarter/2020-Q2,HBOP,SA,Balances,Current balance,-6607,gbp-million,current-account
quarter/2020-Q3,BOKI,SA,Balances,Trade in goods,-34072,gbp-million,current-account
quarter/2020-Q3,IKBD,SA,Balances,Trade in services,33588,gbp-million,current-account
quarter/2020-Q3,IKBJ,SA,Balances,Trade Total,-484,gbp-million,current-account
quarter/2020-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-32,gbp-million,current-account
quarter/2020-Q3,HBOM,SA,Balances,Primary income Investment income,-1474,gbp-million,current-account
quarter/2020-Q3,MT5X,SA,Balances,Primary income Other primary income,-774,gbp-million,current-account
quarter/2020-Q3,HBOJ,SA,Balances,Primary income Total,-2280,gbp-million,current-account
quarter/2020-Q3,FNSV,SA,Balances,Secondary income Central government,-4569,gbp-million,current-account
quarter/2020-Q3,FNTC,SA,Balances,Secondary income Other sectors,-524,gbp-million,current-account
quarter/2020-Q3,IKBP,SA,Balances,Secondary income  Total,-5093,gbp-million,current-account
quarter/2020-Q3,HBOP,SA,Balances,Current balance,-7857,gbp-million,current-account
quarter/2020-Q4,BOKI,SA,Balances,Trade in goods,-50261,gbp-million,current-account
quarter/2020-Q4,IKBD,SA,Balances,Trade in services,36549,gbp-million,current-account
quarter/2020-Q4,IKBJ,SA,Balances,Trade Total,-13712,gbp-million,current-account
quarter/2020-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-128,gbp-million,current-account
quarter/2020-Q4,HBOM,SA,Balances,Primary income Investment income,-3962,gbp-million,current-account
quarter/2020-Q4,MT5X,SA,Balances,Primary income Other primary income,-774,gbp-million,current-account
quarter/2020-Q4,HBOJ,SA,Balances,Primary income Total,-4864,gbp-million,current-account
quarter/2020-Q4,FNSV,SA,Balances,Secondary income Central government,-7519,gbp-million,current-account
quarter/2020-Q4,FNTC,SA,Balances,Secondary income Other sectors,-680,gbp-million,current-account
