Label,Notation,Parent Notation
"Clutches and shaft couplings, incl. universal joints, of cast iron or cast steel",4836020,
"Clutches and shaft couplings, incl. universal joints (excl. of cast iron or cast steel)",4836080,
"Parts of bearing housings, n.e.s.",4839020,
"Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, of cast iron or cast steel, n.e.s.",4839081,
"Toothed wheels, chain sprockets and other transmission elements presented separately and parts of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing, ball or roller screws, gear boxes and other speed changers, flywheels and pulleys, clutches and shaft couplings, n.e.s. (excl. of cast iron or cast steel)",4839089,
Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,4841000,
Mechanical seals,4842000,
"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings",4849000,
"Machine tools for working any material by removal of material, operated by ultrasonic processes, for the manufacture of semiconductor devices or of electronic integrated circuits",4862010,
Machines and apparatus for the manufacture of flat panel displays (excl. apparatus for chemical vapour deposition or for dry-etching patterns on LCD substrates and  for physical deposition by sputtering on liquid cristal devices substrates),4863090,
Machines and apparatus specified in Note 9 C to chapter 84,4864000,
"Tool holders, self-opening dieheads and workholders of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",4869010,
"Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays, and for machines and apparatus specified in note 9 C to chapter 84, n.e.s. (excl. tool holders, self-opening dieheads, workholders, those of spinners for coating photographic emulsions, for physical deposition by sputtering,  for dry-etching patterns, for chemical vapour deposition, on liquid crystal devices ""LCD"" substrates, of deflash machines for cleaning the metal leads of semiconductor packages prior to the electroplating and for machine-tools operated by ultrasonic processes)",4869090,
"Ships' or boats' propellers and blades therefor, of bronze",4871010,
Ships' or boats' propellers and blades therefor (excl. those of bronze),4871090,
"Parts of machinery of chapter 84, not intended for a specific purpose, of cast iron, n.e.s.",4879040,
"Parts of machinery of chapter 84, not intended for a specific purpose, of cast steel, n.e.s.",4879051,
"Parts of machinery of chapter 84, not intended for a specific purpose, of open-die forged or closed-die forged iron or steel, n.e.s.",4879057,
"Parts of machinery of chapter 84, not intended for a specific purpose, of iron or steel, n.e.s. (other than cast, open-die or closed-die forged)",4879059,
"Machinery parts of chapter 84, not intended for a specific purpose, n.e.s.",4879090,
Synchronous motors of an output <= 18 W,5011010,
"Universal AC-DC motors of an output <= 37,5 W",5011091,
"AC motors of an output <= 37,5 W (excl. synchronous motors of an output <= 18 W)",5011093,
"DC motors of an output <= 37,5 W",5011099,
"Universal AC-DC motors of an output > 37,5 W",5012000,
"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W",5013100,
DC motors and DC generators of an output > 750 W but <= 75 kW,5013200,
DC motors and DC generators of an output > 75 kW but <= 375 kW,5013300,
DC motors and DC generators of an output > 375 kW,5013400,
"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",5015100,
"AC motors, multi-phase, of an output > 750 W but <= 7,5 kW",5015220,
"AC motors, multi-phase, of an output > 7,5 kW but <= 37 kW",5015230,
"AC motors, multi-phase, of an output > 37 kW but <= 75 kW",5015290,
"AC traction motors, multi-phase, of an output > 75 kW",5015350,
"AC motors, multi-phase, of an output of > 75 kW but <= 375 kW (excl. traction motors)",5015381,
"AC motors, multi-phase, of an output > 750 kW (excl. traction motors)",5015399,
"AC generators ""alternators"", of an output <= 7,5 kVA",5016120,
"AC generators ""alternators"", of an output > 7,5 kVA but <= 75 kVA",5016180,
"AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA",5016200,
"AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA",5016300,
"AC generators ""alternators"", of an output > 750 kVA",5016400,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output <= 7,5 kVA",5021120,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 7,5 kVA but <= 75 kVA",5021180,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 75 kVA but <= 375 kVA",5021200,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 375 kVA but <= 750 kVA",5021320,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 750 kVA but <= 2.000 kVA",5021340,
"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 2.000 kVA",5021380,
"Generating sets with spark-ignition internal combustion piston engine, of an output <= 7,5 kVA",5022020,
"Generating sets with spark-ignition internal combustion piston engine, of an output > 750 kVA",5022080,
"Generating sets, wind-powered",5023100,
Turbogenerators,5023920,
"Generating sets, non-wind-powered and non-powered by spark-ignition internal combustion piston engine (excl. turbogenerators)",5023980,
Electric rotary converters,5024000,
Non-magnetic retaining rings for electric motors and electric generating sets,5030010,
"Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s., of cast iron or cast steel",5030091,
"Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s. (excl. non-magnetic retaining rings and of cast iron or cast steel)",5030099,
"Inductors, whether or not connected with a capacitor",5041020,
"Ballasts for discharge lamps or tubes (excl. inductors, whether or not connected with a capacitor)",5041080,
"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",5042100,
"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 1.600 kVA",5042210,
"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",5042300,
"Measuring transformers for voltage measurement, having a power handling capacity <= 1 kVA",5043121,
Measuring transformers having a power handling capacity <= 1 kVA (other than for voltage measurement),5043129,
Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers),5043180,
"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excl. liquid dielectric transformers)",5043200,
"Static converters of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof",5044030,
"Rectifiers (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)",5044082,
"Inverters having power handling capacity <= 7,5 kVA (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)",5044084,
"Inverters having power handling capacity > 7,5 kVA (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)",5044088,
"Static converters (excl. of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, battery chargers, polycrystalline semiconductor and other rectifiers, and a.c. converters)",5044090,
Inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof (excl. those for discharge lamps or tubes),5045020,
Inductors (excl. of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof and those for discharge lamps or tubes),5045095,
"Electronic assemblies of inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof, n.e.s.",5049005,
Ferrite cores for transformers and inductors,5049011,
"Parts of transformers and inductors, n.e.s. (excl. electronic assemblies of inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof, and ferrite cores)",5049018,
"Electronic assemblies of static converters of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, n.e.s.",5049091,
"Parts of static converters, n.e.s. (excl. electronic assemblies of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)",5049099,
"Permanent magnets of metal and articles intended to become permanent magnets after magnetization (excl. chucks, clamps and similar holding devices)",5051100,
"Permanent magnets and articles intended to become permanent magnets after magnetization, of materials other than metal or agglomerated ferrite",5051990,
"Electromagnetic couplings, clutches and brakes",5052000,
"Parts of permanent magnets, electromagnets, electromagnetic clutches, couplings, brakes and lifting heads, electromagnetic or permanent magnet holding devices, n.e.s.",5059090,
"Manganese dioxide cells and batteries, alkaline, in the form of cylindrical cells (excl. spent)",5061011,
"Manganese dioxide cells and batteries, alkaline (excl. spent, and cylindrical cells)",5061018,
"Manganese dioxide cells and batteries, non-alkaline, in the form of cylindrical cells (excl. spent)",5061091,
"Manganese dioxide cells and batteries, non-alkaline (excl. spent, and cylindrical cells)",5061098,
Silver oxide cells and batteries (excl. spent),5064000,
"Lithium cells and batteries, in the form of cylindrical cells (excl. spent)",5065010,
"Lithium cells and batteries, in the form of button cells (excl. spent)",5065030,
"Lithium cells and batteries (excl. spent, and in the form of cylindrical or button cells)",5065090,
Air-zinc cells and batteries (excl. spent),5066000,
"Dry zinc-carbon batteries of a voltage of >= 5,5 V but <= 6,5 V (excl. spent)",5068005,
"Parts of primary cells and primary batteries, n.e.s.",5069000,
"Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with liquid electrolyte (excl. spent)",5071020,
"Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with non-liquid electrolyte (excl. spent)",5071080,
"Lead-acid accumulators, working with liquid electrolyte (excl. spent and starter batteries)",5072020,
"Lead-acid accumulators, working with non-liquid electrolyte (excl. spent and starter batteries)",5072080,
Hermetically sealed nickel-cadmium accumulators (excl. spent),5073020,
"Nickel-cadmium accumulators, not hermetically sealed (excl. spent)",5073080,
Nickel-iron accumulators (excl. spent),5074000,
Nickel-metal hydride accumulators (excl. spent),5075000,
Lithium-ion accumulators (excl. spent),5076000,
"Electric accumulators (excl. spent and lead-acid, nickel-cadmium, nickel-iron, nickel-metal hydride and lithium-ion accumulators)",5078000,
Separators for electric accumulators (excl. separators of vulcanised rubber other than hard rubber or of textiles),5079030,
Parts of electric accumulators (excl. separators),5079080,
"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ( excl. of a power <= 1 500 W and having a dust bag or other receptacle capacity <= 20 l)",5081900,
"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excl. with self-contained electric motor)",5086000,
"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",5087000,
"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained electric motor",5094000,
"Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances)",5098000,
"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. (excl. of vacuum cleaners, dry and wet vacuum cleaners)",5099000,
"Shavers, electric",5101000,
Hair clippers with self-contained electric motor,5102000,
"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained electric motor, n.e.s.",5109000,
Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion engines,5111000,
"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition internal combustion engines",5112000,
Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines,5113000,
Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition internal combustion engines,5114000,
Generators of a kind used for internal combustion engines (excl. magneto dynamos and dual purpose starter-generators),5115000,
"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition or compression-ignition internal combustion engines (excl. generators, starter motors, distributors, ignition coils, ignition magnetos, magnetic flywheels and sparking plugs)",5118000,
Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps of heading 8539),5121000,
Electrical lighting or visual signalling equipment for motor vehicles (excl. lamps of heading 8539),5122000,
Electrical sound signalling equipment for cycles or motor vehicles (excl. burglar alarms for motor vehicles),5123090,
"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",5124000,
"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters of a kind used for motor vehicles, n.e.s. (excl. of burglar alarms for motor vehicles)",5129090,
Portable electrical lamps designed to function by their own source of energy,5131000,
"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",5139000,
"Industrial and laboratory furnaces and ovens, resistance heated (other than for the manufacture of semiconductor devices on semiconductor wafers)",5141080,
Furnaces and ovens functioning by induction,5142010,
"Electric industrial or laboratory furnaces and ovens (excl. resistance heated, induction, dielectric and drying furnaces and ovens)",5143000,
"Soldering irons and guns, electric",5151100,
Fully or partly automatic machines for resistance welding of metals,5152100,
"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",5153100,
Electrical machines and apparatus for welding thermoplastic materials (excl. wire bonders of a kind used for the manufacture of semiconductor devices),5158090,
"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal carbides or cermets, n.e.s. (excl. wire bonders of a kind used for the manufacture of semiconductor devices)",5159000,
Electric instantaneous water heaters,5161011,
Electric water heaters and immersion heaters (excl. instantaneous water heaters),5161080,
"Electric storage heating radiators, for space-heating",5162100,
"Liquid filled electric radiators, for space-heating and soil-heating",5162910,
"Electric convection heaters, for space-heating and soil-heating",5162950,
"Electric space-heating and soil-heating apparatus, without built-in fan (excl. convection heaters and liquid-filled radiators)",5162999,
Electric hairdryers,5163100,
Electro-thermic hairdressing apparatus (excl. hairdryers),5163200,
Microwave ovens,5165000,
"Electric cookers incorporating at least an oven and a hob, for domestic use",5166010,
"Electric cooking plates, boiling rings and hobs, for domestic use",5166050,
"Electric grillers and roasters, for domestic use",5166070,
"Electric ovens for building in, for domestic use",5166080,
"Electric ovens, for domestic use (excl. space-heating stoves, electric cookers incorporating at least an oven and a hob, microwave ovens and electric ovens for building in)",5166090,
"Electro-thermic coffee or tea makers, for domestic use",5167100,
"Electric toasters, for domestic use",5167200,
"Electric deep fat fryers, for domestic use",5167920,
"Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers, toasters and deep fat fryers)",5167970,
Electric heating resistors (excl. electric heating resistors assembled with an insulated former of agglomerated carbon or graphite),5168080,
"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating apparatus, hairdressing apparatus and hand dryers, electro-thermic appliances of a kind used for domestic purposes and electric heating resistors, n.e.s.",5169000,
Line telephone sets with cordless handsets,5171100,
"Telephones for cellular networks ""mobile telephones"" or for other wireless networks",5171200,
Telephone sets (excl. line telephone sets with cordless handsets and telephones for cellular networks or for other wireless networks),5171800,
"Base stations of apparatus for the transmission or reception of voice, images or other data",5176100,
"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, incl. switching and routing apparatus (excl. telephone sets, telephones for cellular networks or for other wireless networks)",5176200,
Entry-phone systems,5176920,
"Portable receivers for calling, alerting or paging",5176931,
"Reception apparatus for radio-telephony or radio-telegraphy (excl. portable receivers for calling, alerting or paging)",5176939,
"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network] (excl. telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, videophones, entry-phone systems, reception apparatus for radio-telephony or radio-telegraphy and transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)",5176990,
Aerials for radio-telegraphic or radio-telephonic apparatus,5177011,
"Aerials and aerial reflectors of all kinds and parts suitable for use with aerials or aerial reflectors, n.e.s. (excl. aerials for radio-telegraphic or radio-telephonic apparatus and telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)",5177019,
"Parts of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data, n.e.s. (excl. aerials and aerial reflectors of all kinds and parts suitable for use with aerials or aerial reflectors)",5177090,
"Microphones having a frequency range of 300 Hz to 3,4 kHz, of a diameter <= 10 mm and a height <= 3 mm, of a kind used for telecommunications",5181030,
"Microphones and stands therefor (excl. microphones having a frequency range of 300 Hz to 3,4 kHz, of a diameter <= 10 mm and a height <= 3 mm, of a kind used for telecommunications, and cordless microphones with built-in transmitter)",5181095,
"Single loudspeakers, mounted in their enclosures",5182100,
"Multiple loudspeakers, mounted in the same enclosure",5182200,
"Loudspeakers, without enclosure, having a frequency range of 300 Hz to 3,4 kHz, of a diameter <= 50 mm, of a kind used for telecommunications",5182930,
"Loudspeakers, without enclosure (excl. those having a frequency range of 300 Hz to 3,4 kHz, of a diameter <= 50 mm, of a kind used for telecommunications)",5182995,
"Headphones and earphones, whether or not combined with microphone, and sets consisting of a microphone and one or more loudspeakers (excl. line telephone handsets, telephone sets, hearing aids and helmets with built-in headphones, whether or not incorporating a microphone)",5183095,
Audio-frequency electric telephonic and measurement amplifiers,5184030,
Audio-frequency electric amplifiers (excl. telephonic or measurement amplifiers),5184080,
Electric sound amplifier sets,5185000,
"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric amplifiers or electric sound amplifier sets, n.e.s.",5189000,
Coin-operated or disc-operated record-players,5192010,
"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment, without laser reading system (excl. coin-operated or disc-operated record-players)",5192099,
"Turntables ""record-decks""",5193000,
Telephone answering machines,5195000,
"Transcribing machines ""play only"", incl. cassette-players, using magnetic, optical or semiconductor media, without sound recording device",5198111,
"Cassette-tape players ""play only"" using magnetic, optical or semiconductor media, with an analogue and digital reading system, without sound recording device (excl. transcribing machines and pocket size)",5198121,
"Cassette-tape players ""play only"" using magnetic, optical or semiconductor media, without sound recording device (excl. players with an analogue and digital reading system, transcribing machines and pocket size)",5198125,
"Sound-reproducing apparatus with laser reading system ""CD-players"", of a kind used in motor vehicles, for discs of a diameter <= 6,5 cm, without sound recording device",5198131,
"Sound-reproducing apparatus with laser reading system ""CD-players"", without sound recording device (excl. of a kind used in motor vehicles for discs of a diameter <= 6,5 cm)",5198135,
"Sound-reproducing apparatus, using magnetic, optical or semiconductor media, without laser reading system, without sound recording device (excl. those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables, transcribing machines, telephone answering machines, cassette players and CD-players)",5198145,
Magnetic tape cassette recorders incorporating sound reproducing apparatus (excl. those with built-in amplifier and one or more built-in loudspeakers and pocket-size),5198175,
"Record players (excl. using magnetic, optical or semiconductor media record players operated by coins, banknotes, bank cards, tokens or by other means of payment)",5198911,
"Sound reproducing apparatus, without sound recording device (excl. using magnetic, optical or semiconductor media those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables, telephone answering machines, record players and transcribing machines)",5198919,
"Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor media, those operated by coins, banknotes, bank cards, tokens or by other means of payment, turntables, telephone answering machines and sound reproducing apparatus without sound recording device)",5198990,
"Video recording or reproducing apparatus, whether or not incorporating a video tuner, for magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s (excl. video camera recorders)",5211020,
"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders and those using magnetic tape of a width of <= 1,3 cm and allowing recording or reproduction at a tape speed of <= 50 mm/s)",5211095,
"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. magnetic tape-type and video camera recorders)",5219000,
Pick-up cartridges,5221000,
"Styli; diamonds, sapphires and other precious or semi-precious stones ""natural, synthetic or reconstructed"" for styli for sound-reproducing apparatus",5229030,
"Electronic assemblies for sound reproducing and recording apparatus and for video recording or reproducing apparatus, n.e.s. (excl. of telephone answering machines)",5229049,
"Parts and accessories suitable for use solely or principally with sound reproducing and recording apparatus and with video equipment for recording and reproducing pictures and sound, n.e.s.",5229080,
Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,5232100,
"Magnetic tapes and magnetic discs, unrecorded, for the recording of sound or of other phenomena",5232915,
"Magnetic tapes and magnetic discs, recorded, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine",5232933,
"Magnetic tapes and magnetic discs, recorded, for reproducing sound or image (excl. for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine and goods of chapter 37)",5232939,
"Magnetic media for sound or image reproducing phenomena (excl. cards incorporating a magnetic stripe, magnetic tapes, magnetic strips and goods of chapter 37)",5232990,
"Optical discs for laser reading systems, unrecorded, of a recording capacity <= 900 megabytes, non-erasable ""CD-Rs""",5234110,
"Optical media, unrecorded, for the recording of sound or of other phenomena ""e.g. CD-RWs, DVD-/+RWs, DVD-RAMs, MiniDiscs"" (excl. non-erasable discs for laser reading systems of a recording capacity <= 18 gigabytes [CD-Rs, DVD-/+Rs] and goods of chapter 37)",5234190,
"Optical discs for laser reading systems, recorded, for reproducing sound only, of a diameter > 6,5 cm",5234939,
"Optical discs for laser reading systems, recorded, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine",5234945,
"Digital versatile discs ""DVD"", recorded, for reproducing sound and image or image only (excl. for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine)",5234951,
"Optical media, recorded, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine (excl. discs for laser reading systems)",5234993,
"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards], unrecorded",5235110,
"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards], recorded, for reproducing phenomena (excl. those for reproducing sound or image, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine, and goods of chapter 37)",5235191,
"Cards incorporating two or more electronic integrated circuits ""smart cards""",5235210,
"Cards and tags incorporating only one electronic integrated circuit ""smart cards""",5235290,
"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state non-volatile data storage devices and smart cards)",5235910,
"Semiconductor media, recorded, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine (excl. solid-state non-volatile data storage devices, smart cards, and goods of chapter 37)",5235993,
"Recorded media for reproducing phenomena (excl. those for reproducing sound or image, for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine, magnetic, optical and semiconductor media, and products of chapter 37)",5238091,
"Recorded media for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine (excl. magnetic, optical and semiconductor media, and products of chapter 37)",5238093,
"Media, recorded, for reproducing sound or image, incl. matrices and masters for the production of discs (excl. for reproducing representations of instructions, data, sound, and image recorded in a machine-readable binary form, and capable of being manipulated or providing interactivity to a user, by means of an automatic data-processing machine, magnetic, optical and semiconductor media, and products of chapter 37)",5238099,
"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",5255000,
"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",5256000,
"Television cameras, with 3 or more camera tubes",5258011,
Television cameras (excl. those with 3 or more camera tubes and video recorders),5258019,
Digital cameras,5258030,
Video camera recorders only able to record sound and images taken by the television camera,5258091,
Video camera recorders able to record television programmes and sound and images taken by the television camera,5258099,
Radio navigational receivers (excl. radar apparatus),5269120,
Radio navigational aid apparatus (excl. receivers and radar apparatus),5269180,
"Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players, with laser reading system and cassette decks with an analogue and digital reading system)",5271399,
"Radio-broadcast receivers capable of receiving and decoding digital Radio Data System signals, of a kind used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus (excl. those with sound-reproducing apparatus or a laser reading system and cassette decks with an analogue and digital reading system)",5272159,
"Radio-broadcast receivers of a type used in motor vehicles, only capable of being operated with an external source of power, combined with sound recording or reproducing apparatus incorporating a laser reading system (excl. those capable of receiving and decoding digital Radio Data System signals)",5272170,
"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus",5272900,
"Radio-broadcast receivers, for mains operation only, without built-in loudspeaker, combined with sound-reproducing apparatus with laser reading system (excl. those of a kind used in motor vehicles)",5279135,
"Radio receivers, only mains-operated, without built-in loudspeakers, combined with sound recording or reproducing apparatus (excl. with laser reading system, cassette decks with an analogue and digital reading system and equipment of a kind used in motor vehicles)",5279199,
"Alarm clock radios, for mains operation only, not combined with sound recording or reproducing apparatus",5279210,
"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)",5279900,
Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing machine of heading 8471,5284100,
"Cathode-ray tube monitors, black and white or other monochrome, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing machine of heading 8471)",5284910,
"Cathode-ray tube monitors, colour, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing system of heading 8471)",5284980,
Monitors of a kind solely or principally used in an automatic data-processing machine of heading 8471 (excl. with cathode ray tube),5285100,
"Colour LCD monitors, not incorporating television reception apparatus, able to display signals from automatic data-processing machines with an acceptable level of functionality (excl. those of a kind solely or principally used in an automatic data-processing system of heading 8471)",5285931,
"Colour flat panel displays, not incorporating television reception apparatus, able to display signals from automatic data-processing machines with an acceptable level of functionality (excl. LCD monitors and those of a kind solely or principally used in an automatic data-processing system of heading 8471)",5285939,
"Monitors, not incorporating television reception apparatus (excl. with cathode ray tube, and flat panel displays able to display signals from automatic data-processing machines with an acceptable level of functionality)",5285970,
Projectors of a kind solely or principally used in an automatic data-processing machine of heading 8471,5286100,
"Projectors, operating by means of flat panel display [e.g. a liquid crystal device], capable of displaying digital information generated by an automatic data-processing machine",5286910,
"Projectors, black and white or other monochrome, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing machine of heading 8471 and those operating by means of flat panel display [e.g. a liquid crystal device] capable of displaying digital information generated by an automatic data-processing machine)",5286991,
"Projectors, colour, not incorporating television reception apparatus (excl. of a kind solely or principally used in an automatic data-processing machine of heading 8471 and those operating by means of flat panel display [e.g. a liquid crystal device] capable of displaying digital information generated by an automatic data-processing machine)",5286999,
Video tuners electronic assemblies for incorporation into automatic data-processing machines,5287111,
"Video tuners with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function)",5287115,
"Video tuners (excl. electronic assemblies for incorporation into automatic data-processing machines and apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet and having a function of interactive information exchange capable of receiving television signals ""set-top boxes with communication function"")",5287119,
"Apparatus with a microprocessor-based device incorporating a modem for gaining access to the Internet, and having a function of interactive information exchange, capable of receiving television signals (set-top boxes with a communication function, excl. video tuners)",5287191,
"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen (excl. video tuners, set-top boxes with a communication function)",5287199,
"Television projection equipment, colour, designed to incorporate a video display or screen",5287210,
"Reception apparatus for television, colour, incorporating a video recorder or reproducer",5287220,
"Reception apparatus for television, colour, with integral tube (excl. incorporating video recording or reproducing apparatus, and monitors)",5287230,
"Reception apparatus for television, colour, with LCD screen (excl. incorporating video recording or reproducing apparatus, and monitors, and television projection equipment)",5287240,
"Reception apparatus for television, colour (excl. with integral tube or LCD or plasma display, or incorporating video recording or reproducing apparatus, and monitors and television projection equipment)",5287280,
"Reception apparatus for television, black and white or other monochrome, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen",5287300,
Telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles (only for apparatus of headings 8525 to 8528),5291011,
"Outside aerials for radio or television broadcast receivers, for reception via satellite",5291031,
Outside aerials for radio or television broadcast receivers (excl. those for satellite reception),5291039,
