Label,Notation,Parent Notation,Sort Priority,Description
ITL1,itl1/all,,,
North East,itl1/tlc,itl1/all,,
North West,itl1/tld,itl1/all,,
Yorkshire and The Humber,itl1/tle,itl1/all,,
East Midlands,itl1/tlf,itl1/all,,
West Midlands,itl1/tlg,itl1/all,,
East,itl1/tlh,itl1/all,,
London,itl1/tli,itl1/all,,
South East,itl1/tlj,itl1/all,,
South West,itl1/tlk,itl1/all,,
Wales,itl1/tll,itl1/all,,
Scotland,itl1/tlm,itl1/all,,
Northern Ireland,itl1/tln,itl1/all,,
Unallocated-Known,itl1/unk,itl1/all,,
Unallocated-Unknown,itl1/unu,itl1/all,,
ITL2,itl2/all,,,
Tees Valley and Durham,itl2/tlc1,itl2/all,,
"Northumberland, and Tyne and Wear",itl2/tlc2,itl2/all,,
Cumbria,itl2/tld1,itl2/all,,
Greater Manchester,itl2/tld3,itl2/all,,
Lancashire,itl2/tld4,itl2/all,,
Cheshire,itl2/tld6,itl2/all,,
Merseyside,itl2/tld7,itl2/all,,
East Yorkshire and Northern Lincolnshire,itl2/tle1,itl2/all,,
North Yorkshire,itl2/tle2,itl2/all,,
South Yorkshire,itl2/tle3,itl2/all,,
West Yorkshire,itl2/tle4,itl2/all,,
Derbyshire and Nottinghamshire,itl2/tlf1,itl2/all,,
"Leicestershire, Rutland and Northamptonshire",itl2/tlf2,itl2/all,,
Lincolnshire,itl2/tlf3,itl2/all,,
"Herefordshire, Worcestershire and Warwickshire",itl2/tlg1,itl2/all,,
Shropshire and Staffordshire,itl2/tlg2,itl2/all,,
West Midlands,itl2/tlg3,itl2/all,,
East Anglia,itl2/tlh1,itl2/all,,
Bedfordshire and Hertfordshire,itl2/tlh2,itl2/all,,
Essex,itl2/tlh3,itl2/all,,
Inner London — West,itl2/tli3,itl2/all,,
Inner London — East,itl2/tli4,itl2/all,,
Outer London — East and North East,itl2/tli5,itl2/all,,
Outer London — South,itl2/tli6,itl2/all,,
Outer London — West and North West,itl2/tli7,itl2/all,,
"Berkshire, Buckinghamshire and Oxfordshire",itl2/tlj1,itl2/all,,
"Surrey, East and West Sussex",itl2/tlj2,itl2/all,,
Hampshire and Isle of Wight,itl2/tlj3,itl2/all,,
Kent,itl2/tlj4,itl2/all,,
"Gloucestershire, Wiltshire and Bristol/Bath area",itl2/tlk1,itl2/all,,
Dorset and Somerset,itl2/tlk2,itl2/all,,
Cornwall and Isles of Scilly,itl2/tlk3,itl2/all,,
Devon,itl2/tlk4,itl2/all,,
West Wales and The Valleys,itl2/tll1,itl2/all,,
East Wales,itl2/tll2,itl2/all,,
North Eastern Scotland,itl2/tlm5,itl2/all,,
Highlands and Islands,itl2/tlm6,itl2/all,,
Eastern Scotland,itl2/tlm7,itl2/all,,
West Central Scotland,itl2/tlm8,itl2/all,,
Southern Scotland,itl2/tlm9,itl2/all,,
Northern Ireland,itl2/tln0,itl2/all,,
EA BTTA,itl2/ea-btta,itl2/all,,
EA Energy,itl2/ea-energy,itl2/all,,
EA Other,itl2/ea-other,itl2/all,,
EM BTTA,itl2/em-btta,itl2/all,,
EM Energy,itl2/em-energy,itl2/all,,
EM Other,itl2/em-other,itl2/all,,
LO BTTA,itl2/lo-btta,itl2/all,,
LO Other,itl2/lo-other,itl2/all,,
NE BTTA,itl2/ne-btta,itl2/all,,
NE Other,itl2/ne-other,itl2/all,,
NW BTTA,itl2/nw-btta,itl2/all,,
NW Energy,itl2/nw-energy,itl2/all,,
NW Other,itl2/nw-other,itl2/all,,
SC BTTA,itl2/sc-btta,itl2/all,,
SC Energy,itl2/sc-energy,itl2/all,,
SC Other,itl2/sc-other,itl2/all,,
SE BTTA,itl2/se-btta,itl2/all,,
SE Energy,itl2/se-energy,itl2/all,,
SE Other,itl2/se-other,itl2/all,,
SW BTTA,itl2/sw-btta,itl2/all,,
SW Other,itl2/sw-other,itl2/all,,
WA BTTA,itl2/wa-btta,itl2/all,,
WA Energy,itl2/wa-energy,itl2/all,,
WA Other,itl2/wa-other,itl2/all,,
WM BTTA,itl2/wm-btta,itl2/all,,
WM Other,itl2/wm-other,itl2/all,,
YH BTTA,itl2/yh-btta,itl2/all,,
YH Other,itl2/yh-other,itl2/all,,
NE Energy,itl2/ne-energy,itl2/all,,
YH Energy,itl2/yh-energy,itl2/all,,
NI BTTA,itl2/ni-btta,itl2/all,,
NI Energy,itl2/ni-energy,itl2/all,,
NI Other,itl2/ni-other,itl2/all,,
ITL 3,itl3/all,,,
Hartlepool and Stockton-on-Tees,itl3/tlc11,itl3/all,,
South Teesside,itl3/tlc12,itl3/all,,
Darlington,itl3/tlc13,itl3/all,,
Durham,itl3/tlc14,itl3/all,,
Northumberland,itl3/tlc21,itl3/all,,
Tyneside,itl3/tlc22,itl3/all,,
Sunderland,itl3/tlc23,itl3/all,,
West Cumbria,itl3/tld11,itl3/all,,
East Cumbria,itl3/tld12,itl3/all,,
Manchester,itl3/tld33,itl3/all,,
Greater Manchester South West,itl3/tld34,itl3/all,,
Greater Manchester South East,itl3/tld35,itl3/all,,
Greater Manchester North West,itl3/tld36,itl3/all,,
Greater Manchester North East,itl3/tld37,itl3/all,,
Blackburn with Darwen,itl3/tld41,itl3/all,,
Blackpool,itl3/tld42,itl3/all,,
Lancaster and Wyre,itl3/tld44,itl3/all,,
Mid Lancashire,itl3/tld45,itl3/all,,
East Lancashire,itl3/tld46,itl3/all,,
Chorley and West Lancashire,itl3/tld47,itl3/all,,
Warrington,itl3/tld61,itl3/all,,
Cheshire East,itl3/tld62,itl3/all,,
Cheshire West and Chester,itl3/tld63,itl3/all,,
East Merseyside,itl3/tld71,itl3/all,,
Liverpool,itl3/tld72,itl3/all,,
Sefton,itl3/tld73,itl3/all,,
Wirral,itl3/tld74,itl3/all,,
"Kingston upon Hull, City of",itl3/tle11,itl3/all,,
East Riding of Yorkshire,itl3/tle12,itl3/all,,
North and North East Lincolnshire,itl3/tle13,itl3/all,,
York,itl3/tle21,itl3/all,,
North Yorkshire CC,itl3/tle22,itl3/all,,
"Barnsley, Doncaster and Rotherham",itl3/tle31,itl3/all,,
Sheffield,itl3/tle32,itl3/all,,
Bradford,itl3/tle41,itl3/all,,
Leeds,itl3/tle42,itl3/all,,
Calderdale and Kirklees,itl3/tle44,itl3/all,,
Wakefield,itl3/tle45,itl3/all,,
Derby,itl3/tlf11,itl3/all,,
East Derbyshire,itl3/tlf12,itl3/all,,
South and West Derbyshire,itl3/tlf13,itl3/all,,
Nottingham,itl3/tlf14,itl3/all,,
North Nottinghamshire,itl3/tlf15,itl3/all,,
South Nottinghamshire,itl3/tlf16,itl3/all,,
Leicester,itl3/tlf21,itl3/all,,
Leicestershire CC and Rutland,itl3/tlf22,itl3/all,,
West Northamptonshire,itl3/tlf24,itl3/all,,
North Northamptonshire,itl3/tlf25,itl3/all,,
Lincolnshire CC,itl3/tlf30,itl3/all,,
"Herefordshire, County of",itl3/tlg11,itl3/all,,
Worcestershire CC,itl3/tlg12,itl3/all,,
Warwickshire CC,itl3/tlg13,itl3/all,,
Telford and Wrekin,itl3/tlg21,itl3/all,,
Shropshire,itl3/tlg22,itl3/all,,
Stoke-on-Trent,itl3/tlg23,itl3/all,,
Staffordshire CC,itl3/tlg24,itl3/all,,
Birmingham,itl3/tlg31,itl3/all,,
Solihull,itl3/tlg32,itl3/all,,
Coventry,itl3/tlg33,itl3/all,,
Dudley,itl3/tlg36,itl3/all,,
Sandwell,itl3/tlg37,itl3/all,,
Walsall,itl3/tlg38,itl3/all,,
Wolverhampton,itl3/tlg39,itl3/all,,
Peterborough,itl3/tlh11,itl3/all,,
Cambridgeshire CC,itl3/tlh12,itl3/all,,
Suffolk CC,itl3/tlh14,itl3/all,,
Norwich and East Norfolk,itl3/tlh15,itl3/all,,
North and West Norfolk,itl3/tlh16,itl3/all,,
Breckland and South Norfolk,itl3/tlh17,itl3/all,,
Luton,itl3/tlh21,itl3/all,,
Hertfordshire CC,itl3/tlh23,itl3/all,,
Bedford,itl3/tlh24,itl3/all,,
Central Bedfordshire,itl3/tlh25,itl3/all,,
Southend-on-Sea,itl3/tlh31,itl3/all,,
Thurrock,itl3/tlh32,itl3/all,,
Essex Haven Gateway,itl3/tlh34,itl3/all,,
West Essex,itl3/tlh35,itl3/all,,
Heart of Essex,itl3/tlh36,itl3/all,,
Essex Thames Gateway,itl3/tlh37,itl3/all,,
Camden and City of London,itl3/tli31,itl3/all,,
Westminster,itl3/tli32,itl3/all,,
Kensington & Chelsea and Hammersmith & Fulham,itl3/tli33,itl3/all,,
Wandsworth,itl3/tli34,itl3/all,,
Hackney and Newham,itl3/tli41,itl3/all,,
Tower Hamlets,itl3/tli42,itl3/all,,
Haringey and Islington,itl3/tli43,itl3/all,,
Lewisham and Southwark,itl3/tli44,itl3/all,,
Lambeth,itl3/tli45,itl3/all,,
Bexley and Greenwich,itl3/tli51,itl3/all,,
Barking & Dagenham and Havering,itl3/tli52,itl3/all,,
Redbridge and Waltham Forest,itl3/tli53,itl3/all,,
Enfield,itl3/tli54,itl3/all,,
Bromley,itl3/tli61,itl3/all,,
Croydon,itl3/tli62,itl3/all,,
"Merton, Kingston upon Thames and Sutton",itl3/tli63,itl3/all,,
Barnet,itl3/tli71,itl3/all,,
Brent,itl3/tli72,itl3/all,,
Ealing,itl3/tli73,itl3/all,,
Harrow and Hillingdon,itl3/tli74,itl3/all,,
Hounslow and Richmond upon Thames,itl3/tli75,itl3/all,,
Berkshire,itl3/tlj11,itl3/all,,
Milton Keynes,itl3/tlj12,itl3/all,,
Buckinghamshire,itl3/tlj13,itl3/all,,
Oxfordshire CC,itl3/tlj14,itl3/all,,
Brighton and Hove,itl3/tlj21,itl3/all,,
East Sussex CC,itl3/tlj22,itl3/all,,
West Surrey,itl3/tlj25,itl3/all,,
East Surrey,itl3/tlj26,itl3/all,,
West Sussex (South West),itl3/tlj27,itl3/all,,
West Sussex (North East),itl3/tlj28,itl3/all,,
Portsmouth,itl3/tlj31,itl3/all,,
Southampton,itl3/tlj32,itl3/all,,
Isle of Wight,itl3/tlj34,itl3/all,,
South Hampshire,itl3/tlj35,itl3/all,,
Central Hampshire,itl3/tlj36,itl3/all,,
North Hampshire,itl3/tlj37,itl3/all,,
Medway,itl3/tlj41,itl3/all,,
Kent Thames Gateway,itl3/tlj43,itl3/all,,
East Kent,itl3/tlj44,itl3/all,,
Mid Kent,itl3/tlj45,itl3/all,,
West Kent,itl3/tlj46,itl3/all,,
"Bristol, City of",itl3/tlk11,itl3/all,,
"Bath and North East Somerset, North Somerset and South Gloucestershire",itl3/tlk12,itl3/all,,
Gloucestershire CC,itl3/tlk13,itl3/all,,
Swindon,itl3/tlk14,itl3/all,,
Wiltshire,itl3/tlk15,itl3/all,,
Somerset CC,itl3/tlk23,itl3/all,,
"Bournemouth, Christchurch and Poole",itl3/tlk24,itl3/all,,
Dorset,itl3/tlk25,itl3/all,,
Cornwall and Isles of Scilly,itl3/tlk30,itl3/all,,
Plymouth,itl3/tlk41,itl3/all,,
Torbay,itl3/tlk42,itl3/all,,
Devon CC,itl3/tlk43,itl3/all,,
Isle of Anglesey,itl3/tll11,itl3/all,,
Gwynedd,itl3/tll12,itl3/all,,
Conwy and Denbighshire,itl3/tll13,itl3/all,,
South West Wales,itl3/tll14,itl3/all,,
Central Valleys,itl3/tll15,itl3/all,,
Gwent Valleys,itl3/tll16,itl3/all,,
Bridgend and Neath Port Talbot,itl3/tll17,itl3/all,,
Swansea,itl3/tll18,itl3/all,,
Monmouthshire and Newport,itl3/tll21,itl3/all,,
Cardiff and Vale of Glamorgan,itl3/tll22,itl3/all,,
Flintshire and Wrexham,itl3/tll23,itl3/all,,
Powys,itl3/tll24,itl3/all,,
Aberdeen City and Aberdeenshire,itl3/tlm50,itl3/all,,
"Caithness and Sutherland, and Ross and Cromarty",itl3/tlm61,itl3/all,,
"Inverness and Nairn, Moray, and Badenoch and Strathspey",itl3/tlm62,itl3/all,,
"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",itl3/tlm63,itl3/all,,
Na h-Eileanan Siar,itl3/tlm64,itl3/all,,
Orkney Islands,itl3/tlm65,itl3/all,,
Shetland Islands,itl3/tlm66,itl3/all,,
Angus and Dundee City,itl3/tlm71,itl3/all,,
Clackmannanshire and Fife,itl3/tlm72,itl3/all,,
East Lothian and Midlothian,itl3/tlm73,itl3/all,,
City of Edinburgh,itl3/tlm75,itl3/all,,
Falkirk,itl3/tlm76,itl3/all,,
"Perth and Kinross, and Stirling",itl3/tlm77,itl3/all,,
West Lothian,itl3/tlm78,itl3/all,,
"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",itl3/tlm81,itl3/all,,
Glasgow City,itl3/tlm82,itl3/all,,
"Inverclyde, East Renfrewshire, and Renfrewshire",itl3/tlm83,itl3/all,,
North Lanarkshire,itl3/tlm84,itl3/all,,
Scottish Borders,itl3/tlm91,itl3/all,,
Dumfries and Galloway,itl3/tlm92,itl3/all,,
East Ayrshire and North Ayrshire mainland,itl3/tlm93,itl3/all,,
South Ayrshire,itl3/tlm94,itl3/all,,
South Lanarkshire,itl3/tlm95,itl3/all,,
Belfast,itl3/tln06,itl3/all,,
"Armagh City, Banbridge and Craigavon",itl3/tln07,itl3/all,,
"Newry, Mourne and Down",itl3/tln08,itl3/all,,
Ards and North Down ,itl3/tln09,itl3/all,,
Derry City and Strabane,itl3/tln0a,itl3/all,,
Mid Ulster,itl3/tln0b,itl3/all,,
Causeway Coast and Glens,itl3/tln0c,itl3/all,,
Antrim and Newtownabbey,itl3/tln0d,itl3/all,,
Lisburn and Castlereagh,itl3/tln0e,itl3/all,,
Mid and East Antrim,itl3/tln0f,itl3/all,,
Fermanagh and Omagh,itl3/tln0g,itl3/all,,
Tower Hamlets,nuts3/UKI42,nuts3/all,271,
Tyneside,nuts3/UKC22,nuts3/all,272,
WA BTTA,nuts3/wa-btta,nuts3/all,273,
WA Energy,nuts3/wa-energy,nuts3/all,274,
WA Other,nuts3/wa-other,nuts3/all,275,
Wakefield,nuts3/UKE45,nuts3/all,276,
Walsall,nuts3/UKG38,nuts3/all,277,
Wandsworth,nuts3/UKI34,nuts3/all,278,
Warrington,nuts3/UKD61,nuts3/all,279,
Warwickshire,nuts3/UKG13,nuts3/all,280,
West Cumbria,nuts3/UKD11,nuts3/all,281,
West Essex,nuts3/UKH35,nuts3/all,282,
West Kent,nuts3/UKJ46,nuts3/all,283,
West Lothian,nuts3/UKM78,nuts3/all,284,
West Northamptonshire,nuts3/UKF24,nuts3/all,285,
West Surrey,nuts3/UKJ25,nuts3/all,286,
West Sussex (North East),nuts3/UKJ28,nuts3/all,287,
West Sussex (South West),nuts3/UKJ27,nuts3/all,288,
Westminster,nuts3/UKI32,nuts3/all,289,
Wiltshire,nuts3/UKK15,nuts3/all,290,
Wirral,nuts3/UKD74,nuts3/all,291,
WM BTTA,nuts3/wm-btta,nuts3/all,292,
WM Other,nuts3/wm-other,nuts3/all,293,
Wolverhampton,nuts3/UKG39,nuts3/all,294,
Worcestershire,nuts3/UKG12,nuts3/all,295,
YH BTTA,nuts3/yh-btta,nuts3/all,296,
YH Energy,nuts3/yh-energy,nuts3/all,297,
YH Other,nuts3/yh-other,nuts3/all,298,
York,nuts3/UKE21,nuts3/all,299,
Residual Trade - no SITC Section displayed,residual-trade-no-sitc-section-displayed,,300,
Dorset CC,nuts3/UKK22,,301,
