Label,Notation,Parent Notation,Sort Priority
DCMS Sectors (exc Tourism and Civil Society),dcms-sectors-exc-tourism-and-civil-society,,1
Creative Industries sub sectors,creative-industries-sub-sectors,,2
Digital Sector sub sectors,digital-sector-sub-sectors,,3
Culture Sector sub sector,culture-sector-sub-sector,,4
Audio Visual,audio-visual,,5
All UK service exports (2018 Pink Book estimate),all-uk-service-exports-2018-pink-book-estimate,,6
All UK service imports (2018 Pink Book estimate),all-uk-service-imports-2018-pink-book-estimate,,7
