Label,Notation,Parent Notation,Sort Priority
Aberdeen City and Aberdeenshire,nuts3/ukm50,nuts3/all,90
Angus and Dundee City,nuts3/ukm71,nuts3/all,91
Antrim and Newtownabbey,nuts3/ukn13,nuts3/all,92
Ards and North Down,nuts3/ukn09,nuts3/all,93
"Armagh City, Banbridge and Craigavon",nuts3/ukn07,nuts3/all,94
Barking & Dagenham and Havering,nuts3/uki52,nuts3/all,95
Barnet,nuts3/uki71,nuts3/all,96
"Barnsley, Doncaster and Rotherham",nuts3/uke31,nuts3/all,97
"Bath and North East Somerset, North Somerset and South Gloucestershire",nuts3/ukk12,nuts3/all,98
Bedford,nuts3/ukh24,nuts3/all,99
Belfast,nuts3/ukn06,nuts3/all,100
Berkshire,nuts3/ukj11,nuts3/all,101
Bexley and Greenwich,nuts3/uki51,nuts3/all,102
Birmingham,nuts3/ukg31,nuts3/all,103
Blackburn with Darwen,nuts3/ukd41,nuts3/all,104
Blackpool,nuts3/ukd42,nuts3/all,105
Bournemouth and Poole,nuts3/ukk21,nuts3/all,106
Bradford,nuts3/uke41,nuts3/all,107
Breckland and South Norfolk,nuts3/ukh17,nuts3/all,108
Brent,nuts3/uki72,nuts3/all,109
Bridgend and Neath Port Talbot,nuts3/ukl17,nuts3/all,110
Brighton and Hove,nuts3/ukj21,nuts3/all,111
"Bristol, City of",nuts3/ukk11,nuts3/all,112
Bromley,nuts3/uki61,nuts3/all,113
Buckinghamshire CC,nuts3/ukj13,nuts3/all,114
Caithness and Sutherland and Ross and Cromarty,nuts3/ukm61,nuts3/all,115
Calderdale and Kirklees,nuts3/uke44,nuts3/all,116
Cambridgeshire CC,nuts3/ukh12,nuts3/all,117
Camden and City of London,nuts3/uki31,nuts3/all,118
Cardiff and Vale of Glamorgan,nuts3/ukl22,nuts3/all,119
Causeway Coast and Glens,nuts3/ukn12,nuts3/all,120
Central Bedfordshire,nuts3/ukh25,nuts3/all,121
Central Hampshire,nuts3/ukj36,nuts3/all,122
Central Valleys,nuts3/ukl15,nuts3/all,123
Cheshire East,nuts3/ukd62,nuts3/all,124
Cheshire West and Chester,nuts3/ukd63,nuts3/all,125
Chorley and West Lancashire,nuts3/ukd47,nuts3/all,126
"Edinburgh, City of",nuts3/ukm75,nuts3/all,127
Clackmannanshire and Fife,nuts3/ukm72,nuts3/all,128
Conwy and Denbighshire,nuts3/ukl13,nuts3/all,129
Cornwall and Isles of Scilly,nuts3/ukk30,nuts3/all,130
Coventry,nuts3/ukg33,nuts3/all,131
Croydon,nuts3/uki62,nuts3/all,132
Darlington,nuts3/ukc13,nuts3/all,133
Derby,nuts3/ukf11,nuts3/all,134
Derry City and Strabane,nuts3/ukn10,nuts3/all,135
Devon CC,nuts3/ukk43,nuts3/all,136
Dorset CC,nuts3/ukk22,nuts3/all,137
Dudley,nuts3/ukg36,nuts3/all,138
Dumfries and Galloway,nuts3/ukm92,nuts3/all,139
Durham CC,nuts3/ukc14,nuts3/all,140
Ealing,nuts3/uki73,nuts3/all,141
East Ayrshire and North Ayrshire mainland,nuts3/ukm93,nuts3/all,142
East Cumbria,nuts3/ukd12,nuts3/all,143
East Derbyshire,nuts3/ukf12,nuts3/all,144
"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",nuts3/ukm81,nuts3/all,145
East Kent,nuts3/ukj44,nuts3/all,146
East Lancashire,nuts3/ukd46,nuts3/all,147
East Lothian and Midlothian,nuts3/ukm73,nuts3/all,148
East Merseyside,nuts3/ukd71,nuts3/all,149
East Riding of Yorkshire,nuts3/uke12,nuts3/all,150
East Surrey,nuts3/ukj26,nuts3/all,151
East Sussex CC,nuts3/ukj22,nuts3/all,152
Eilean Siar (Western Isles),nuts3/ukm64,nuts3/all,153
Enfield,nuts3/uki54,nuts3/all,154
Essex Haven Gateway,nuts3/ukh34,nuts3/all,155
Essex Thames Gateway,nuts3/ukh37,nuts3/all,156
Falkirk,nuts3/ukm76,nuts3/all,157
Fermanagh and Omagh,nuts3/ukn16,nuts3/all,158
Flintshire and Wrexham,nuts3/ukl23,nuts3/all,159
Glasgow City,nuts3/ukm82,nuts3/all,160
Gloucestershire,nuts3/ukk13,nuts3/all,161
Greater Manchester North East,nuts3/ukd37,nuts3/all,162
Greater Manchester North West,nuts3/ukd36,nuts3/all,163
Greater Manchester South East,nuts3/ukd35,nuts3/all,164
Greater Manchester South West,nuts3/ukd34,nuts3/all,165
Gwent Valleys,nuts3/ukl16,nuts3/all,166
Gwynedd,nuts3/ukl12,nuts3/all,167
Hackney and Newham,nuts3/uki41,nuts3/all,168
Haringey and Islington,nuts3/uki43,nuts3/all,169
Harrow and Hillingdon,nuts3/uki74,nuts3/all,170
Hartlepool and Stockton-on-Tees,nuts3/ukc11,nuts3/all,171
Heart of Essex,nuts3/ukh36,nuts3/all,172
"Herefordshire, County of",nuts3/ukg11,nuts3/all,173
Hertfordshire,nuts3/ukh23,nuts3/all,174
Hounslow and Richmond upon Thames,nuts3/uki75,nuts3/all,175
"Inverclyde, East Renfrewshire and Renfrewshire",nuts3/ukm83,nuts3/all,176
"Inverness and Nairn and Moray, Badenoch and Strathspey",nuts3/ukm62,nuts3/all,177
Isle of Anglesey,nuts3/ukl11,nuts3/all,178
Isle of Wight,nuts3/ukj34,nuts3/all,179
Kensington & Chelsea and Hammersmith & Fulham,nuts3/uki33,nuts3/all,180
Kent Thames Gateway,nuts3/ukj43,nuts3/all,181
"Kingston upon Hull, City of",nuts3/uke11,nuts3/all,182
Lambeth,nuts3/uki45,nuts3/all,183
Lancaster and Wyre,nuts3/ukd44,nuts3/all,184
Leeds,nuts3/uke42,nuts3/all,185
Leicester,nuts3/ukf21,nuts3/all,186
Leicestershire CC and Rutland,nuts3/ukf22,nuts3/all,187
Lewisham and Southwark,nuts3/uki44,nuts3/all,188
Lincolnshire,nuts3/ukf30,nuts3/all,189
Lisburn and Castlereagh,nuts3/ukn14,nuts3/all,190
Liverpool,nuts3/ukd72,nuts3/all,191
"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",nuts3/ukm63,nuts3/all,192
Luton,nuts3/ukh21,nuts3/all,193
Manchester,nuts3/ukd33,nuts3/all,194
Medway,nuts3/ukj41,nuts3/all,195
"Merton, Kingston upon Thames and Sutton",nuts3/uki63,nuts3/all,196
Mid and East Antrim,nuts3/ukn15,nuts3/all,197
Mid Kent,nuts3/ukj45,nuts3/all,198
Mid Lancashire,nuts3/ukd45,nuts3/all,199
Mid Ulster,nuts3/ukn11,nuts3/all,200
Milton Keynes,nuts3/ukj12,nuts3/all,201
Monmouthshire and Newport,nuts3/ukl21,nuts3/all,202
"Newry, Mourne and Down",nuts3/ukn08,nuts3/all,203
North and North East Lincolnshire,nuts3/uke13,nuts3/all,204
North and West Norfolk,nuts3/ukh16,nuts3/all,205
North Hampshire,nuts3/ukj37,nuts3/all,206
North Lanarkshire,nuts3/ukm84,nuts3/all,207
North Northamptonshire,nuts3/ukf25,nuts3/all,208
North Nottinghamshire,nuts3/ukf15,nuts3/all,209
North Yorkshire CC,nuts3/uke22,nuts3/all,210
Northumberland,nuts3/ukc21,nuts3/all,211
Norwich and East Norfolk,nuts3/ukh15,nuts3/all,212
Nottingham,nuts3/ukf14,nuts3/all,213
Orkney Islands,nuts3/ukm65,nuts3/all,214
Oxfordshire,nuts3/ukj14,nuts3/all,215
Perth and Kinross and Stirling,nuts3/ukm77,nuts3/all,216
Peterborough,nuts3/ukh11,nuts3/all,217
Plymouth,nuts3/ukk41,nuts3/all,218
Portsmouth,nuts3/ukj31,nuts3/all,219
Powys,nuts3/ukl24,nuts3/all,220
Redbridge and Waltham Forest,nuts3/uki53,nuts3/all,221
Sandwell,nuts3/ukg37,nuts3/all,222
Scottish Borders,nuts3/ukm91,nuts3/all,223
Sefton,nuts3/ukd73,nuts3/all,224
Sheffield,nuts3/uke32,nuts3/all,225
Shetland Islands,nuts3/ukm66,nuts3/all,226
Shropshire CC,nuts3/ukg22,nuts3/all,227
Solihull,nuts3/ukg32,nuts3/all,228
Somerset,nuts3/ukk23,nuts3/all,229
South and West Derbyshire,nuts3/ukf13,nuts3/all,230
South Ayrshire,nuts3/ukm94,nuts3/all,231
South Hampshire,nuts3/ukj35,nuts3/all,232
South Lanarkshire,nuts3/ukm95,nuts3/all,233
South Nottinghamshire,nuts3/ukf16,nuts3/all,234
South Teesside,nuts3/ukc12,nuts3/all,235
South West Wales,nuts3/ukl14,nuts3/all,236
Southampton,nuts3/ukj32,nuts3/all,237
Southend-on-Sea,nuts3/ukh31,nuts3/all,238
Staffordshire CC,nuts3/ukg24,nuts3/all,239
Stoke-on-Trent,nuts3/ukg23,nuts3/all,240
Suffolk,nuts3/ukh14,nuts3/all,241
Sunderland,nuts3/ukc23,nuts3/all,242
Swansea,nuts3/ukl18,nuts3/all,243
Swindon,nuts3/ukk14,nuts3/all,244
Telford and Wrekin,nuts3/ukg21,nuts3/all,245
Thurrock,nuts3/ukh32,nuts3/all,246
Torbay,nuts3/ukk42,nuts3/all,247
Tower Hamlets,nuts3/uki42,nuts3/all,248
Tyneside,nuts3/ukc22,nuts3/all,249
Wakefield,nuts3/uke45,nuts3/all,250
Walsall,nuts3/ukg38,nuts3/all,251
Wandsworth,nuts3/uki34,nuts3/all,252
Warrington,nuts3/ukd61,nuts3/all,253
Warwickshire,nuts3/ukg13,nuts3/all,254
West Cumbria,nuts3/ukd11,nuts3/all,255
West Essex,nuts3/ukh35,nuts3/all,256
West Kent,nuts3/ukj46,nuts3/all,257
West Lothian,nuts3/ukm78,nuts3/all,258
West Northamptonshire,nuts3/ukf24,nuts3/all,259
West Surrey,nuts3/ukj25,nuts3/all,260
West Sussex (North East),nuts3/ukj28,nuts3/all,261
West Sussex (South West),nuts3/ukj27,nuts3/all,262
Westminster,nuts3/uki32,nuts3/all,263
Wiltshire,nuts3/ukk15,nuts3/all,264
Wirral,nuts3/ukd74,nuts3/all,265
Wolverhampton,nuts3/ukg39,nuts3/all,266
Worcestershire,nuts3/ukg12,nuts3/all,267
York,nuts3/uke21,nuts3/all,268
East Anglia (Below Threshold Trade Allocations),nuts3/ea-btta,nuts3/all,269
East Anglia (Energy),nuts3/ea-energy,nuts3/all,270
East Anglia (Other),nuts3/ea-other,nuts3/all,271
East of Northern Ireland,nuts3/eni,nuts3/all,272
East Midlands (Below Threshold Trade Allocations),nuts3/em-btta,nuts3/all,273
East Midlands (Energy),nuts3/em-energy,nuts3/all,274
East Midlands (Other),nuts3/em-other,nuts3/all,275
London (Below Threshold Trade Allocations),nuts3/lo-btta,nuts3/all,276
London (Other),nuts3/lo-other,nuts3/all,277
North East (Below Threshold Trade Allocations),nuts3/ne-btta,nuts3/all,278
North East (Energy),nuts3/ne-energy,nuts3/all,279
North East (Other),nuts3/ne-other,nuts3/all,280
Northern Ireland (Below Threshold Trade Allocations),nuts3/ni-btta,nuts3/all,281
Northern Ireland (Energy),nuts3/ni-energy,nuts3/all,282
Northern Ireland (Other),nuts3/ni-other,nuts3/all,283
North of Northern Ireland,nuts3/nni,nuts3/all,284
North West (Below Threshold Trade Allocations),nuts3/nw-btta,nuts3/all,285
North West (Energy),nuts3/nw-energy,nuts3/all,286
North West (Other),nuts3/nw-other,nuts3/all,287
Outer Belfast,nuts3/ob,nuts3/all,288
Scotland (Below Threshold Trade Allocations),nuts3/sc-btta,nuts3/all,289
Scotland (Energy),nuts3/sc-energy,nuts3/all,290
Scotland (Other),nuts3/sc-other,nuts3/all,291
South East (Below Threshold Trade Allocations),nuts3/se-btta,nuts3/all,292
South East (Energy),nuts3/se-energy,nuts3/all,293
South East (Other),nuts3/se-other,nuts3/all,294
South West (Below Threshold Trade Allocations),nuts3/sw-btta,nuts3/all,295
South West (Other),nuts3/sw-other,nuts3/all,296
Wales (Below Threshold Trade Allocations),nuts3/wa-btta,nuts3/all,297
Wales (Energy),nuts3/wa-energy,nuts3/all,298
Wales (Other),nuts3/wa-other,nuts3/all,299
West and South of Northern Ireland,nuts3/wsni,nuts3/all,300
West Midlands (Below Threshold Trade Allocations),nuts3/wm-btta,nuts3/all,301
West Midlands (Other),nuts3/wm-other,nuts3/all,302
Yorkshire and the Humber (Below Threshold Trade Allocations),nuts3/yh-btta,nuts3/all,303
Yorkshire and the Humber (Energy),nuts3/yh-energy,nuts3/all,304
Yorkshire and the Humber (Other),nuts3/yh-other,nuts3/all,305
Cambridgeshire and Peterborough,cambridgeshire-and-peterborough,,306
Greater Manchester,greater-manchester,,307
Liverpool City Region,liverpool-city-region,,308
Inner London,inner-london,,309
Outer London,outer-london,,310
North of Tyne,north-of-tyne,,311
Sheffield City Region,sheffield-city-region,,312
Tees Valley,tees-valley,,313
West Midlands,west-midlands,,314
West of England,west-of-england,,315
Cardiff Capital Region,cardiff-capital-region,,316
Swansea Bay,swansea-bay,,317
Aberdeen and Aberdeenshire,aberdeen-and-aberdeenshire,,318
Edinburgh and South East Scotland,edinburgh-and-south-east-scotland,,319
Glasgow City Region,glasgow-city-region,,320
