Label,Notation,Parent Notation,Sort Priority
Wine of Fresh Grape,wine-of-fresh-grape,,1
Made Wine,made-wine,,2
Spirits,spirits,,3
Beer and Cider,beer-and-cider,,4
Beer,beer,,5
Cider,cider,,6
