Label,Notation,Parent Notation,Sort Priority,Description
Value indices at current prices,value-indices-at-current-prices,,,
Chained  volume indices,chained-volume-indices,,,
Implied deflators,implied-deflators,,,
Current prices,current-prices,,,
Chained Volume Measure (Reference year ),chained-volume-measure-reference-year,,,
