Label,Notation,Parent Notation,Sort Priority,Description
Market research and public opinion polling,73.2,73,955,
Market research and public opinion polling,73.2,73.2,956,
"Other professional, scientific and technical activities",74,M,957,
Specialised design activities,74.1,74,958,
Specialised design activities,74.1,74.1,959,
Photographic activities,74.2,74,960,
Photographic activities,74.2,74.2,961,
Portrait photographic activities,74.20/1,74.2,962,
Other specialist photography (not including portrait photography),74.20/2,74.2,963,
Film processing,74.20/3,74.2,964,
Other photographic activities (not including portrait and other specialist photography and film processing) n.e.c.,74.20/9,74.2,965,
Translation and interpretation activities,74.3,74,966,
Translation and interpretation activities,74.3,74.3,967,
"Other professional, scientific and technical activities n.e.c.",74.9,74,968,
"Other professional, scientific and technical activities n.e.c.",74.9,74.9,969,
Environmental consulting activities,74.90/1,74.9,970,
Quantity surveying activities,74.90/2,74.9,971,
"Other professional, scientific and technical activities (not including environmental consultancy or quantity surveying) n.e.c.",74.90/9,74.9,972,
Veterinary activities,75,M,973,
Veterinary activities,75,75,974,
Veterinary activities,75,75,975,
ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,N,total,976,
Rental and leasing activities,77,N,977,
Renting and leasing of motor vehicles,77.1,77,978,
Renting and leasing of cars and light motor vehicles,77.11,77.1,979,
Renting and leasing of trucks,77.12,77.1,980,
Renting and leasing of personal and household goods,77.2,77,981,
Renting and leasing of recreational and sports goods,77.21,77.2,982,
Renting of video tapes and disks,77.22,77.2,983,
Renting and leasing of other personal and household goods,77.29,77.2,984,
Renting and leasing of media entertainment equipment,77.29/1,77.29,985,
Renting and leasing of other personal and household goods (other than media entertainment equipment),77.29/9,77.29,986,
"Renting and leasing of other machinery, equipment and tangible goods",77.3,77,987,
Renting and leasing of agricultural machinery and equipment,77.31,77.3,988,
Renting and leasing of construction and civil engineering machinery and equipment,77.32,77.3,989,
Renting and leasing of office machinery and equipment (including computers),77.33,77.3,990,
Renting and leasing of water transport equipment,77.34,77.3,991,
Renting and leasing of passenger water transport equipment,77.34/1,77.34,992,
Renting and leasing of freight water transport equipment,77.34/2,77.34,993,
Renting and leasing of air transport equipment,77.35,77.3,994,
Renting and leasing of passenger air transport equipment,77.35/1,77.35,995,
Renting and leasing of freight air transport equipment,77.35/2,77.35,996,
"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",77.39,77.3,997,
"Leasing of intellectual property and similar products, except copyrighted works",77.4,77,998,
"Leasing of intellectual property and similar products, except copyrighted works",77.4,77.4,999,
Employment activities,78,N,1000,
Activities of employment placement agencies,78.1,78,1001,
Activities of employment placement agencies,78.1,78.1,1002,
"Motion picture, television and other theatrical casting",78.10/1,78.1,1003,
"Activities of employment placement agencies (other than motion picture, television and other theatrical casting) n.e.c.",78.10/9,78.1,1004,
Temporary employment agency activities,78.2,78,1005,
Temporary employment agency activities,78.2,78.2,1006,
Other human resources provision,78.3,78,1007,
Other human resources provision,78.3,78.3,1008,
"Travel agency, tour operator and other reservation service and related activities",79,N,1009,
Travel agency and tour operator activities,79.1,79,1010,
Travel agency activities,79.11,79.1,1011,
Tour operator activities,79.12,79.1,1012,
Other reservation service and related activities,79.9,79,1013,
Other reservation service and related activities,79.9,79.9,1014,
Activities of tourist guides,79.90/1,79.9,1015,
Other reservation service and related activities (not including activities of tourist guides),79.90/9,79.9,1016,
Security and investigation activities,80,N,1017,
Private security activities,80.1,80,1018,
Private security activities,80.1,80.1,1019,
Security systems service activities,80.2,80,1020,
Security systems service activities,80.2,80.2,1021,
Investigation activities,80.3,80,1022,
Investigation activities,80.3,80.3,1023,
Services to buildings and landscape activities,81,N,1024,
Combined facilities support activities,81.1,81,1025,
Combined facilities support activities,81.1,81.1,1026,
Cleaning activities,81.2,81,1027,
General cleaning of buildings,81.21,81.2,1028,
Other building and industrial cleaning activities,81.22,81.2,1029,
Window cleaning services,81.22/1,81.22,1030,
Specialised cleaning services,81.22/2,81.22,1031,
Furnace and chimney cleaning services,81.22/3,81.22,1032,
"Building and industrial cleaning activities (other than window cleaning, specialised cleaning and furnace and chimney cleaning services) n.e.c.",81.22/9,81.22,1033,
Other cleaning activities,81.29,81.2,1034,
Disinfecting and extermination services,81.29/1,81.29,1035,
Cleaning services (other than disinfecting and extermination services) n.e.c.,81.29/9,81.29,1036,
Landscape service activities,81.3,81,1037,
Landscape service activities,81.3,81.3,1038,
"Office administrative, office support and other business support activities",82,N,1039,
Office administrative and support activities,82.1,82,1040,
Combined office administrative service activities,82.11,82.1,1041,
"Photocopying, document preparation and other specialised office support activities",82.19,82.1,1042,
Activities of call centres,82.2,82,1043,
Activities of call centres,82.2,82.2,1044,
Organisation of conventions and trade shows,82.3,82,1045,
Organisation of conventions and trade shows,82.3,82.3,1046,
Activities of exhibition and fair organizers,82.30/1,82.3,1047,
Activities of conference organizers,82.30/2,82.3,1048,
Business support service activities n.e.c.,82.9,82,1049,
Activities of collection agencies and credit bureaus,82.91,82.9,1050,
Activities of collection agencies,82.91/1,82.91,1051,
Activities of credit bureaus,82.91/2,82.91,1052,
Packaging activities,82.92,82.9,1053,
Other business support service activities n.e.c.,82.99,82.9,1054,
PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,O,total,1055,
Public administration and defence; compulsory social security,84,O,1056,
Administration of the State and the economic and social policy of the community,84.1,84,1057,
General public administration activities,84.11,84.1,1058,
"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",84.12,84.1,1059,
Regulation of and contribution to more efficient operation of businesses,84.13,84.1,1060,
Provision of services to the community as a whole,84.2,84,1061,
Foreign affairs,84.21,84.2,1062,
Defence activities,84.22,84.2,1063,
Justice and judicial activities,84.23,84.2,1064,
Public order and safety activities,84.24,84.2,1065,
Fire service activities,84.25,84.2,1066,
Compulsory social security activities,84.3,84,1067,
Compulsory social security activities,84.3,84.3,1068,
EDUCATION,P,total,1069,
Education,85,P,1070,
Pre-primary education,85.1,85,1071,
Pre-primary education,85.1,85.1,1072,
Primary education,85.2,85,1073,
Primary education,85.2,85.2,1074,
Secondary education,85.3,85,1075,
General secondary education,85.31,85.3,1076,
Technical and vocational secondary education,85.32,85.3,1077,
Higher education,85.4,85,1078,
Post-secondary non-tertiary education,85.41,85.4,1079,
Tertiary education,85.42,85.4,1080,
First-degree level higher education,85.42/1,85.42,1081,
Post-graduate level higher education,85.42/2,85.42,1082,
Other education,85.5,85,1083,
Sports and recreation education,85.51,85.5,1084,
Cultural education,85.52,85.5,1085,
Driving school activities,85.53,85.5,1086,
Other education n.e.c.,85.59,85.5,1087,
Educational support activities,85.6,85,1088,
Educational support activities,85.6,85.6,1089,
HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Q,total,1090,
Human health activities,86,Q,1091,
Hospital activities,86.1,86,1092,
Hospital activities,86.1,86.1,1093,
Hospital activities,86.10/1,86.1,1094,
Medical nursing home activities,86.10/2,86.1,1095,
Medical and dental practice activities,86.2,86,1096,
General medical practice activities,86.21,86.2,1097,
Specialist medical practice activities,86.22,86.2,1098,
Dental practice activities,86.23,86.2,1099,
Other human health activities,86.9,86,1100,
Other human health activities,86.9,86.9,1101,
Residential care activities,87,Q,1102,
Residential nursing care activities,87.1,87,1103,
Residential nursing care activities,87.1,87.1,1104,
"Residential care activities for learning disabilities, mental health and substance abuse",87.2,87,1105,
"Residential care activities for learning disabilities, mental health and substance abuse",87.2,87.2,1106,
Residential care activities for the elderly and disabled,87.3,87,1107,
Residential care activities for the elderly and disabled,87.3,87.3,1108,
Other residential care activities,87.9,87,1109,
Other residential care activities,87.9,87.9,1110,
Social work activities without accommodation,88,Q,1111,
Social work activities without accommodation for the elderly and disabled,88.1,88,1112,
Social work activities without accommodation for the elderly and disabled,88.1,88.1,1113,
Other social work activities without accommodation,88.9,88,1114,
Child day-care activities,88.91,88.9,1115,
Other social work activities without accommodation n.e.c.,88.99,88.9,1116,
"ARTS, ENTERTAINMENT AND RECREATION",R,total,1117,
"Creative, arts and entertainment activities",90,R,1118,
"Creative, arts and entertainment activities",90,90,1119,
Performing arts,90.01,90,1120,
Support activities to performing arts,90.02,90,1121,
Artistic creation,90.03,90,1122,
Operation of arts facilities,90.04,90,1123,
"Libraries, archives, museums and other cultural activities",91,R,1124,
"Libraries, archives, museums and other cultural activities",91,91,1125,
Library and archive activities,91.01,91,1126,
Library activities,91.01/1,91.01,1127,
Archive activities,91.01/2,91.01,1128,
Museum activities,91.02,91,1129,
Operation of historical sites and buildings and similar visitor attractions,91.03,91,1130,
Botanical and zoological gardens and nature reserve activities,91.04,91,1131,
Gambling and betting activities,92,R,1132,
Gambling and betting activities,92,92,1133,
Gambling and betting activities,92,92,1134,
Sports activities and amusement and recreation activities,93,R,1135,
Sports activities,93.1,93,1136,
Operation of sports facilities,93.11,93.1,1137,
Activities of sport clubs,93.12,93.1,1138,
Fitness facilities,93.13,93.1,1139,
Other sports activities,93.19,93.1,1140,
Activities of racehorse owners,93.19/1,93.19,1141,
Other sports activities (not including activities of racehorse owners) n.e.c.,93.19/9,93.19,1142,
Amusement and recreation activities,93.2,93,1143,
Activities of amusement parks and theme parks,93.21,93.2,1144,
Other amusement and recreation activities,93.29,93.2,1145,
OTHER SERVICE ACTIVITIES,S,total,1146,
Activities of membership organisations,94,S,1147,
"Activities of business, employers and professional membership organisations",94.1,94,1148,
Activities of business and employers membership organisations,94.11,94.1,1149,
Activities of professional membership organisations,94.12,94.1,1150,
Activities of trade unions,94.2,94,1151,
Activities of trade unions,94.2,94.2,1152,
Activities of other membership organisations,94.9,94,1153,
Activities of religious organisations,94.91,94.9,1154,
Activities of political organisations,94.92,94.9,1155,
Activities of other membership organisations n.e.c.,94.99,94.9,1156,
Repair of computers and personal and household goods,95,S,1157,
Repair of computers and communication equipment,95.1,95,1158,
Repair of computers and peripheral equipment,95.11,95.1,1159,
Repair of communication equipment,95.12,95.1,1160,
Repair of personal and household goods,95.2,95,1161,
Repair of consumer electronics,95.21,95.2,1162,
Repair of household appliances and home and garden equipment,95.22,95.2,1163,
Repair of footwear and leather goods,95.23,95.2,1164,
Repair of furniture and home furnishings,95.24,95.2,1165,
"Repair of watches, clocks and jewellery",95.25,95.2,1166,
Repair of other personal and household goods,95.29,95.2,1167,
Other personal service activities,96,S,1168,
Other personal service activities,96,96,1169,
Washing and (dry-)cleaning of textile and fur products,96.01,96,1170,
Hairdressing and other beauty treatment,96.02,96,1171,
Funeral and related activities,96.03,96,1172,
Physical well-being activities,96.04,96,1173,
Other personal service activities n.e.c.,96.09,96,1174,
ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,T,total,1175,
Activities of households as employers of domestic personnel,97,T,1176,
Activities of households as employers of domestic personnel,97,97,1177,
Activities of households as employers of domestic personnel,97,97,1178,
Undifferentiated goods- and services-producing activities of private households for own use,98,T,1179,
Undifferentiated goods-producing activities of private households for own use,98.1,98,1180,
Undifferentiated goods-producing activities of private households for own use,98.1,98.1,1181,
Undifferentiated service-producing activities of private households for own use,98.2,98,1182,
Undifferentiated service-producing activities of private households for own use,98.2,98.2,1183,
ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,U,total,1184,
Activities of extraterritorial organisations and bodies,99,U,1185,
Activities of extraterritorial organisations and bodies,99,99,1186,
Activities of extraterritorial organisations and bodies,99,99,1187,
Total,total,,1188,
