Label,Notation,Parent Notation,Sort Priority,Description
Scientific & photographic (capital),87plus88K,7plus8K,,
Scientific & photographic (capital),87plus88K,87plus88,,
Photographic & optical goods & clocks,88,T,,
Photographic & optical goods & clocks (consumer),88C,87plus88C,,
Photographic & optical goods & clocks (consumer),88C,88,,
Photographic & optical goods & clocks (intermediate),88I,87plus88I,,
Photographic & optical goods & clocks (intermediate),88I,88,,
Photographic & optical goods & clocks (capital),88K,87plus88K,,
Photographic & optical goods & clocks (capital),88K,88,,
Other manufactures,89,T,,
Works of art,896,7plus8C,,
Works of art,896,89,,
Works of art,896,8O,,
Jewellery,897C,7plus8C,,
Jewellery,897C,89,,
Jewellery,897C,8O,,
Other manufactures (intermediate),89I,89,,
Other manufactures (intermediate),89I,8OI,,
Other manufactures (capital),89K,89,,
Other manufactures (capital),89K,8OK,,
Other manufactures (consumer),89OC,89,,
Other manufactures (consumer),89OC,8OC,,
Other manufactures,8O,8,,
Other miscellaneous manufactures (consumer),8OC,7plus8C,,
Other miscellaneous manufactures (consumer),8OC,8O,,
Other miscellaneous manufactures (intermediate),8OI,7plus8I,,
Other miscellaneous manufactures (intermediate),8OI,8O,,
Other miscellaneous manufactures (capital),8OK,7plus8K,,
Other miscellaneous manufactures (capital),8OK,8O,,
Unspecified goods,9,T,,
Unspecified goods,9,T14,,
Unspecified goods,9,TminusC,,
Unspecified goods,9,TminusE,,
Unspecified goods,9,TminusO,,
Unspecified goods,9,TminusOE,,
Paintings & sculptures,90.0,896,,
Parcel post,91,9,,
Antiques & collections,91.0,896,,
Low value trade,93,9,,
Coins,96,9OG,,
Human hair,96.0,29,,
Non-monetary gold,97,9OG,,
Defence equipment,98,9OG,,
Unspecified SITC,99,T,,
Miscellaneous unspecified goods,9OG,9,,
Erratics,E,T,,
Low-value trade,LOW,93,,
Missing Trader Intra Community,MTIC,T,,
Oil & erratics,OE,T,,
Postal packages,POST,91,,
Precious stones & silver,PS,E,,
Precious stones & silver,PS,T14,,
Precious stones & silver,PS,TminusC,,
Total,T,,,
Total less crude oil,T-C,T,,
Total less erratics,TlessE,T,,
Total less erratics,T-E,T,,
Total less oil,T-O,T,,
Total less oil & erratics,T-OE,T,,
Sum of 14 commodities,T14,T,,
Total less crude oil,TminusC,T,,
Total less erratics,TminusE,T,,
Total less oil,TlessO,T,,
Total less oil,TminusO,T,,
Total less oil & erratics,TlessOE,T,,
Total less oil & erratics,TminusOE,T,,
TS,TS,T,,
TT,TT,T,,
TTlessE,TTlessE,T,,
TTlessO,TTlessO,T,,
TTlessOE,TTlessOE,T,,
