Label,Notation,Parent Notation,Sort Priority,Description
"0 to 1,000 GBP Thousands",-1000,,1,
"1,000 to 4,999 GBP Thousands",1000-4999,,2,
"5,000 to 9,999 GBP Thousands",5000-9999,,3,
"10,000 to 24,999 GBP Thousands",10000-24999,,4,
"25,000 to 49,999 GBP Thousands",25000-49999,,5,
"50,000 to 99,999 GBP Thousands",50000-99999,,6,
"100,000 to 249,999 GBP Thousands",100000-249999,,7,
"250,000 to 499,999 GBP Thousands",250000-499999,,8,
"500,000 + GBP Thousands",500-000,,9,
All,all,,10,
