Label,Notation,Parent Notation,Sort Priority,Description
All,all,,1,
Non-perennial crops,non-perennial-crops,,2,
Perennial crops,perennial-crops,,3,
Planting material,planting-material,,4,
Live animals & animal products,live-animals-animal-products,,5,
Trees & their seeds,trees-their-seeds,,6,
Wood in the rough,wood-in-the-rough,,7,
Wild growing non-wood products,wild-growing-non-wood-products,,8,
Coal,coal,,9,
Lignite,lignite,,10,
Crude petroleum,crude-petroleum,,11,
Natural gas,natural-gas,,12,
Iron ores,iron-ores,,13,
Non-ferrous metal ores,non-ferrous-metal-ores,,14,
Unworked stone gravel sand clays & kaolin,unworked-stone-gravel-sand-clays-kaolin,,15,
Mining & quarrying products n.e.c,mining-quarrying-products-n-e-c,,16,
Preserved meat & meat products,preserved-meat-meat-products,,17,
Processed and preserved fish crustaceans molluscs fruit and vegetables,processed-and-preserved-fish-crustaceans-molluscs-fruit-and-vegetables,,18,
Processed & preserved fish crustaceans & molluscs,processed-preserved-fish-crustaceans-molluscs,,19,
Processed & preserved fruit and vegetables,processed-preserved-fruit-and-vegetables,,20,
Vegetable & animal oils & fats,vegetable-animal-oils-fats,,21,
Dairy products,dairy-products,,22,
Grain mill products starches & starch products,grain-mill-products-starches-starch-products,,23,
Bakery & farinaceous products,bakery-farinaceous-products,,24,
Other food products,other-food-products,,25,
Prepared feeds for farm animals,prepared-feeds-for-farm-animals,,26,
Alcoholic beverages,alcoholic-beverages,,27,
Distilled alcoholic beverages,distilled-alcoholic-beverages,,28,
Wine,wine,,29,
Cider & other fruit wines,cider-other-fruit-wines,,30,
Other non-distilled fermented beverages,other-non-distilled-fermented-beverages,,31,
Beer,beer,,32,
Malt,malt,,33,
Soft drinks & bottled waters,soft-drinks-bottled-waters,,34,
Tobacco products,tobacco-products,,35,
Textile yarn & thread,textile-yarn-thread,,36,
Woven textiles,woven-textiles,,37,
Other textiles,other-textiles,,38,
Wearing apparel except fur apparel,wearing-apparel-except-fur-apparel,,39,
Articles of fur,articles-of-fur,,40,
Knitted & crocheted hosiery pullovers & cardigans,knitted-crocheted-hosiery-pullovers-cardigans,,41,
Tanned and dressed leather & fur,tanned-and-dressed-leather-fur,,42,
Footwear,footwear,,43,
Wood sawn & planed,wood-sawn-planed,,44,
Products of wood cork straw & plaiting material,products-of-wood-cork-straw-plaiting-material,,45,
Pulp paper & paperboard,pulp-paper-paperboard,,46,
Articles of paper & paperboard,articles-of-paper-paperboard,,47,
Printing type & blocks,printing-type-blocks,,48,
Coke oven products,coke-oven-products,,49,
Refined petroleum products,refined-petroleum-products,,50,
Industrial gases,industrial-gases,,51,
Other inorganic basic chemicals,other-inorganic-basic-chemicals,,52,
Fertilisers & nitrogen compounds,fertilisers-nitrogen-compounds,,53,
Other organic basic chemicals,other-organic-basic-chemicals,,54,
Plastics in primary forms,plastics-in-primary-forms,,55,
Synthetic rubber,synthetic-rubber,,56,
Man-made fibres,man-made-fibres,,57,
Dyes & pigments,dyes-pigments,,58,
Pesticides & other agrochemical products,pesticides-other-agrochemical-products,,59,
Paints varnishes & printing ink,paints-varnishes-printing-ink,,60,
Cleaning & polishing preparation,cleaning-polishing-preparation,,61,
Other chemical products,other-chemical-products,,62,
Basic pharmaceutical products,basic-pharmaceutical-products,,63,
Pharmaceutical preparations,pharmaceutical-preparations,,64,
Rubber products,rubber-products,,65,
Plastic products,plastic-products,,66,
Glass & glass products,glass-glass-products,,67,
Refractory products,refractory-products,,68,
Bricks tiles etc,bricks-tiles-etc,,69,
Other porcelain & ceramic products,other-porcelain-ceramic-products,,70,
Cut shaped & finished stone,cut-shaped-finished-stone,,71,
Other non-metallic mineral products,other-non-metallic-mineral-products,,72,
Manufacture of cement lime plaster and articles of concrete cement and plaster,manufacture-of-cement-lime-plaster-and-articles-of-concrete-cement-and-plaster,,73,
Cement lime & plaster,cement-lime-plaster,,74,
Articles of concrete cement & products,articles-of-concrete-cement-products,,75,
Basic iron and steel,basic-iron-and-steel,,76,
Basic iron steel & ferro-alloys,basic-iron-steel-ferro-alloys,,77,
Non-cast steel tubes pipes & hollow profiles,non-cast-steel-tubes-pipes-hollow-profiles,,78,
Other products of the first processing of steel,other-products-of-the-first-processing-of-steel,,79,
Other basic metals and casting,other-basic-metals-and-casting,,80,
Basic precious & other non-ferrous metals,basic-precious-other-non-ferrous-metals,,81,
Cast iron & steel tubes & pipes,cast-iron-steel-tubes-pipes,,82,
Structural metal products,structural-metal-products,,83,
Tanks reservoirs & containers of metal,tanks-reservoirs-containers-of-metal,,84,
Steam generators & nuclear reactors,steam-generators-nuclear-reactors,,85,
Cutlery tools & general hardware,cutlery-tools-general-hardware,,86,
Other fabricated metal products,other-fabricated-metal-products,,87,
Weapons & ammunition,weapons-ammunition,,88,
Electronic components & boards,electronic-components-boards,,89,
Computers & peripherals,computers-peripherals,,90,
Communication equipment,communication-equipment,,91,
Consumer electronics,consumer-electronics,,92,
Measuring testing & navigating equip; watches and clocks,measuring-testing-navigating-equip-watches-and-clocks,,93,
Irradiation electromedical & electrotherapeutic,irradiation-electromedical-electrotherapeutic,,94,
Optical instruments & photographic equipment,optical-instruments-photographic-equipment,,95,
Magnetic & optical media,magnetic-optical-media,,96,
Electric motors & electrictiy distribution & control,electric-motors-electrictiy-distribution-control,,97,
Batteries & accumulators,batteries-accumulators,,98,
Wiring & wiring devices,wiring-wiring-devices,,99,
Electric lighting equipment,electric-lighting-equipment,,100,
Domestic appliances,domestic-appliances,,101,
Other electrical equipment,other-electrical-equipment,,102,
General-purpose machinery,general-purpose-machinery,,103,
Other general-purpose machinery,other-general-purpose-machinery,,104,
Agricultural & forestry machines,agricultural-forestry-machines,,105,
Metal forming machinery & machine tools,metal-forming-machinery-machine-tools,,106,
Other special-purpose machinery,other-special-purpose-machinery,,107,
Motor vehicles,motor-vehicles,,108,
Bodies for motor vehicles; trailers and semi-trailers,bodies-for-motor-vehicles-trailers-and-semi-trailers,,109,
Parts & accessories for motor vehicles,parts-accessories-for-motor-vehicles,,110,
Ships boats & floating structures,ships-boats-floating-structures,,111,
Air & spacecraft & related machinery,air-spacecraft-related-machinery,,112,
Railway locomotives & rolling stock,railway-locomotives-rolling-stock,,113,
Military fighting vehicles,military-fighting-vehicles,,114,
Transport equipment n.e.c.,transport-equipment-n-e-c,,115,
Jewellery bijouterie & related articles,jewellery-bijouterie-related-articles,,116,
Musical instruments,musical-instruments,,117,
Sports goods,sports-goods,,118,
Games & toys,games-toys,,119,
Medical & dental instruments & supplies,medical-dental-instruments-supplies,,120,
Manufactured goods n.e.c.,manufactured-goods-n-e-c,,121,
Electricity,electricity,,122,
Manufactured gas,manufactured-gas,,123,
Waste,waste,,124,
Waste treatment and disposal services,waste-treatment-and-disposal-services,,125,
Secondary raw materials,secondary-raw-materials,,126,
