Label,Notation,Parent Notation,Sort Priority,Description
Printed matter,printed-matter,,127,
Packaged computer software,packaged-computer-software,,128,
Films & videos,films-videos,,129,
Audio recordings & printed music,audio-recordings-printed-music,,130,
Architectural plans & drawing,architectural-plans-drawing,,134,
Exposed photographic film,exposed-photographic-film,,135,
Paintings & sculptures,paintings-sculptures,,136,
Antiques & collections,antiques-collections,,137,
Total Exports,total-exports,,138,
Industrial Gases Inorganics,industrial-gases-inorganics,,139,
Petrochemicals,petrochemicals,,140,
Dyestuffs Agro Chemicals,dyestuffs-agro-chemicals,,141,
Total Imports,total-imports,,142,
Total EU Exports,total-eu-exports,,143,
Total EU Imports,total-eu-imports,,144,
Total Non EU Exports,total-non-eu-exports,,145,
Total Non EU Imports,total-non-eu-imports,,146,
Products Of Agriculture Forestry Fishing,products-of-agriculture-forestry-fishing,,147,
Mining Quarrying,mining-quarrying,,148,
Manufactured Products,manufactured-products,,149,
Electricity Gas Steam Air Conditioning,electricity-gas-steam-air-conditioning,,150,
Water Supply Sewerage Waste Management,water-supply-sewerage-waste-management,,151,
Information Communication Services,information-communication-services,,152,
Professional Scientific Technical Services,professional-scientific-technical-services,,153,
Arts Entertainment Recreation,arts-entertainment-recreation,,154,
Other Services,other-services,,155,
Glass Refractory Clay Other Porcelain And Ceramic Stone And Abrasive Products,glass-refractory-clay-other-porcelain-and-ceramic-stone-and-abrasive-products,,156,
Fabricated Metal Products Excl Machinery And Equipment And Weapons Ammunition,fabricated-metal-products-excl-machinery-and-equipment-and-weapons-ammunition,,157,
Other Transport Equipment,other-transport-equipment,,158,
"Food, beverages and tobacco",food-beverages-and-tobacco,,159,
Basic materials,basic-materials,,160,
Oil,oil,,161,
Other fuels,other-fuels,,162,
Semi-manufactured goods,semi-manufactured-goods,,163,
Finished manufactured goods,finished-manufactured-goods,,164,
Unspecified goods,unspecified-goods,,165,
Total exports,total-exports,,166,
Total imports,total-imports,,167,
Total,total,,168,
Manufacturing and maintenance services,manufacturing-and-maintenance-services,,169,
Transport,transport,,170,
Travel,travel,,171,
Construction,construction,,172,
Insurance and pension services,insurance-and-pension-services,,173,
Financial,financial,,174,
Intellectual property,intellectual-property,,175,
"Telecommunication, computer and information services",telecommunication-computer-and-information-services,,176,
Other business,other-business,,178,
"Personal, cultural and recreational services",personal-cultural-and-recreational-services,,179,
Government,government,,180,
Primary and utilities,primary-and-utilities,,181,
Manufacturing,manufacturing,,182,
Wholesale and motor trades,wholesale-and-motor-trades,,184,
Retail excluding motor trades,retail-excluding-motor-trades,,185,
Transportation and storage,transportation-and-storage,,186,
Accommodation and food service activities,accommodation-and-food-service-activities,,187,
Information and communication,information-and-communication,,188,
Financial and insurance activities,financial-and-insurance-activities,,189,
Real estate activities,real-estate-activities,,190,
Professional scientific and technical activities,professional-scientific-and-technical-activities,,191,
Administrative and support service activities,administrative-and-support-service-activities,,192,
Other services,other-services,,193,
All industries,all-industries,,194,
Non manufacturing production services,non-manufacturing-production-services,,195,
Wholesale and motor trade,wholesale-and-motor-trade,,196,
Transport and storage,transport-and-storage,,197,
Accommodation and Food Services,accommodation-and-food-services,,198,
Professional scientific and technical activities and Real estate,professional-scientific-and-technical-activities-real-estate,,199,
Production A-F,production-a-f,,201,
Business-based professional services L-N,business-based-professional-services-l-n,,202,
Other services G-K and O-S,other-services-g-k-o-s,,203,
all services,all-services,,204,
