URI,Notation,Label,Parent URI,Sort Priority
http://data.europa.eu/nuts/code/UKJ12,UKJ12,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,156
http://data.europa.eu/nuts/code/UKJ13,UKJ13,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,157
http://data.europa.eu/nuts/code/UKJ14,UKJ14,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,158
http://data.europa.eu/nuts/code/UKJ21,UKJ21,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,159
http://data.europa.eu/nuts/code/UKJ22,UKJ22,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,160
http://data.europa.eu/nuts/code/UKJ25,UKJ25,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,161
http://data.europa.eu/nuts/code/UKJ26,UKJ26,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,162
http://data.europa.eu/nuts/code/UKJ27,UKJ27,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,163
http://data.europa.eu/nuts/code/UKJ28,UKJ28,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,164
http://data.europa.eu/nuts/code/UKJ31,UKJ31,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,165
http://data.europa.eu/nuts/code/UKJ32,UKJ32,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,166
http://data.europa.eu/nuts/code/UKJ34,UKJ34,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,167
http://data.europa.eu/nuts/code/UKJ35,UKJ35,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,168
http://data.europa.eu/nuts/code/UKJ36,UKJ36,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,169
http://data.europa.eu/nuts/code/UKJ37,UKJ37,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,170
http://data.europa.eu/nuts/code/UKJ41,UKJ41,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,171
http://data.europa.eu/nuts/code/UKJ43,UKJ43,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,172
http://data.europa.eu/nuts/code/UKJ44,UKJ44,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,173
http://data.europa.eu/nuts/code/UKJ45,UKJ45,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,174
http://data.europa.eu/nuts/code/UKJ46,UKJ46,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,175
http://data.europa.eu/nuts/code/UKK11,UKK11,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,176
http://data.europa.eu/nuts/code/UKK12,UKK12,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,177
http://data.europa.eu/nuts/code/UKK13,UKK13,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,178
http://data.europa.eu/nuts/code/UKK14,UKK14,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,179
http://data.europa.eu/nuts/code/UKK15,UKK15,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,180
http://data.europa.eu/nuts/code/UKK21,UKK21,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,181
http://data.europa.eu/nuts/code/UKK22,UKK22,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,182
http://data.europa.eu/nuts/code/UKK23,UKK23,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,183
http://data.europa.eu/nuts/code/UKK30,UKK30,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,184
http://data.europa.eu/nuts/code/UKK41,UKK41,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,185
http://data.europa.eu/nuts/code/UKK42,UKK42,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,186
http://data.europa.eu/nuts/code/UKK43,UKK43,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,187
http://data.europa.eu/nuts/code/UKL11,UKL11,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,188
http://data.europa.eu/nuts/code/UKL12,UKL12,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,189
http://data.europa.eu/nuts/code/UKL13,UKL13,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,190
http://data.europa.eu/nuts/code/UKL14,UKL14,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,191
http://data.europa.eu/nuts/code/UKL15,UKL15,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,192
http://data.europa.eu/nuts/code/UKL16,UKL16,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,193
http://data.europa.eu/nuts/code/UKL17,UKL17,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,194
http://data.europa.eu/nuts/code/UKL18,UKL18,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,195
http://data.europa.eu/nuts/code/UKL21,UKL21,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,196
http://data.europa.eu/nuts/code/UKL22,UKL22,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,197
http://data.europa.eu/nuts/code/UKL23,UKL23,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,198
http://data.europa.eu/nuts/code/UKL24,UKL24,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,199
http://data.europa.eu/nuts/code/UKM50,UKM50,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,200
http://data.europa.eu/nuts/code/UKM61,UKM61,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,201
http://data.europa.eu/nuts/code/UKM62,UKM62,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,202
http://data.europa.eu/nuts/code/UKM63,UKM63,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,203
http://data.europa.eu/nuts/code/UKM64,UKM64,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,204
http://data.europa.eu/nuts/code/UKM65,UKM65,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,205
http://data.europa.eu/nuts/code/UKM66,UKM66,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,206
http://data.europa.eu/nuts/code/UKM71,UKM71,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,207
http://data.europa.eu/nuts/code/UKM72,UKM72,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,208
http://data.europa.eu/nuts/code/UKM73,UKM73,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,209
http://data.europa.eu/nuts/code/UKM75,UKM75,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,210
http://data.europa.eu/nuts/code/UKM76,UKM76,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,211
http://data.europa.eu/nuts/code/UKM77,UKM77,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,212
http://data.europa.eu/nuts/code/UKM78,UKM78,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,213
http://data.europa.eu/nuts/code/UKM81,UKM81,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,214
http://data.europa.eu/nuts/code/UKM82,UKM82,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,215
http://data.europa.eu/nuts/code/UKM83,UKM83,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,216
http://data.europa.eu/nuts/code/UKM84,UKM84,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,217
http://data.europa.eu/nuts/code/UKM91,UKM91,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,218
http://data.europa.eu/nuts/code/UKM92,UKM92,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,219
http://data.europa.eu/nuts/code/UKM93,UKM93,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,220
http://data.europa.eu/nuts/code/UKM94,UKM94,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,221
http://data.europa.eu/nuts/code/UKM95,UKM95,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/nuts,222
http://statistics.data.gov.uk/id/statistical-geography/S12000033,S12000033,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,223
http://statistics.data.gov.uk/id/statistical-geography/E47000008,E47000008,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,224
http://statistics.data.gov.uk/id/statistical-geography/W42000001,W42000001,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,225
http://statistics.data.gov.uk/id/statistical-geography/S11000003,S11000003,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,226
http://statistics.data.gov.uk/id/statistical-geography/S12000049,S12000049,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,227
http://statistics.data.gov.uk/id/statistical-geography/E47000001,E47000001,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,228
http://statistics.data.gov.uk/id/statistical-geography/E13000001,E13000001,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,229
http://statistics.data.gov.uk/id/statistical-geography/E47000004,E47000004,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,230
http://statistics.data.gov.uk/id/statistical-geography/E47000011,E47000011,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,231
http://statistics.data.gov.uk/id/statistical-geography/E13000002,E13000002,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,232
http://statistics.data.gov.uk/id/statistical-geography/E47000002,E47000002,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,233
http://statistics.data.gov.uk/id/statistical-geography/W42000004,W42000004,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,234
http://statistics.data.gov.uk/id/statistical-geography/E47000006,E47000006,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,235
http://statistics.data.gov.uk/id/statistical-geography/E47000007,E47000007,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,236
http://statistics.data.gov.uk/id/statistical-geography/E47000009,E47000009,,http://gss-data.org.uk/data/gss_data/trade/international-trade-in-services-by-subnational-areas-of-the-uk#concept-scheme/location/statistical-geographies,237
