Label,URI,Parent URI,Sort Priority,Description,Local Notation
"Motion picture, video and television programme production, sound recording and music publishing activities",http://business.data.gov.uk/companies/def/sic-2007/59,http://business.data.gov.uk/companies/def/sic-2007/J,,,59
"Computer programming, consultancy and related activities",http://business.data.gov.uk/companies/def/sic-2007/62,http://business.data.gov.uk/companies/def/sic-2007/J,,,62
Information service activities,http://business.data.gov.uk/companies/def/sic-2007/63,http://business.data.gov.uk/companies/def/sic-2007/J,,,63
Programming and broadcasting activities,http://business.data.gov.uk/companies/def/sic-2007/60,http://business.data.gov.uk/companies/def/sic-2007/J,,,60
"Libraries, archives, museums and other cultural activities",http://business.data.gov.uk/companies/def/sic-2007/91,http://business.data.gov.uk/companies/def/sic-2007/R,,,91
Sports activities and amusement and recreation activities,http://business.data.gov.uk/companies/def/sic-2007/93,http://business.data.gov.uk/companies/def/sic-2007/R,,,93
"Creative, arts and entertainment activities",http://business.data.gov.uk/companies/def/sic-2007/90,http://business.data.gov.uk/companies/def/sic-2007/R,,,90
Gambling and betting activities,http://business.data.gov.uk/companies/def/sic-2007/92,http://business.data.gov.uk/companies/def/sic-2007/R,,,92
Architectural and engineering activities; technical testing and analysis,http://business.data.gov.uk/companies/def/sic-2007/71,http://business.data.gov.uk/companies/def/sic-2007/M,,,71
Veterinary activities,http://business.data.gov.uk/companies/def/sic-2007/75,http://business.data.gov.uk/companies/def/sic-2007/M,,,75
Legal and accounting activities,http://business.data.gov.uk/companies/def/sic-2007/69,http://business.data.gov.uk/companies/def/sic-2007/M,,,69
Advertising and market research,http://business.data.gov.uk/companies/def/sic-2007/73,http://business.data.gov.uk/companies/def/sic-2007/M,,,73
"Other professional, scientific and technical activities",http://business.data.gov.uk/companies/def/sic-2007/74,http://business.data.gov.uk/companies/def/sic-2007/M,,,74
Scientific research and development,http://business.data.gov.uk/companies/def/sic-2007/72,http://business.data.gov.uk/companies/def/sic-2007/M,,,72
Activities of head offices; management consultancy activities,http://business.data.gov.uk/companies/def/sic-2007/70,http://business.data.gov.uk/companies/def/sic-2007/M,,,70
Food and beverage service activities,http://business.data.gov.uk/companies/def/sic-2007/56,http://business.data.gov.uk/companies/def/sic-2007/I,,,56
Accommodation,http://business.data.gov.uk/companies/def/sic-2007/55,http://business.data.gov.uk/companies/def/sic-2007/I,,,55
Land transport and transport via pipelines,http://business.data.gov.uk/companies/def/sic-2007/49,http://business.data.gov.uk/companies/def/sic-2007/H,,,49
Water transport,http://business.data.gov.uk/companies/def/sic-2007/50,http://business.data.gov.uk/companies/def/sic-2007/H,,,50
Warehousing and support activities for transportation,http://business.data.gov.uk/companies/def/sic-2007/52,http://business.data.gov.uk/companies/def/sic-2007/H,,,52
Postal and courier activities,http://business.data.gov.uk/companies/def/sic-2007/53,http://business.data.gov.uk/companies/def/sic-2007/H,,,53
Air transport,http://business.data.gov.uk/companies/def/sic-2007/51,http://business.data.gov.uk/companies/def/sic-2007/H,,,51
Sewerage,http://business.data.gov.uk/companies/def/sic-2007/37,http://business.data.gov.uk/companies/def/sic-2007/E,,,37
"Waste collection, treatment and disposal activities; materials recovery",http://business.data.gov.uk/companies/def/sic-2007/38,http://business.data.gov.uk/companies/def/sic-2007/E,,,38
"Water collection, treatment and supply",http://business.data.gov.uk/companies/def/sic-2007/36,http://business.data.gov.uk/companies/def/sic-2007/E,,,36
Activities auxiliary to financial services and insurance activities,http://business.data.gov.uk/companies/def/sic-2007/66,http://business.data.gov.uk/companies/def/sic-2007/K,,,66
"Financial service activities, except insurance and pension funding",http://business.data.gov.uk/companies/def/sic-2007/64,http://business.data.gov.uk/companies/def/sic-2007/K,,,64
"Insurance, reinsurance and pension funding, except compulsory social security",http://business.data.gov.uk/companies/def/sic-2007/65,http://business.data.gov.uk/companies/def/sic-2007/K,,,65
"Retail trade, except of motor vehicles and motorcycles",http://business.data.gov.uk/companies/def/sic-2007/47,http://business.data.gov.uk/companies/def/sic-2007/G,,,47
"Wholesale trade, except of motor vehicles and motorcycles",http://business.data.gov.uk/companies/def/sic-2007/46,http://business.data.gov.uk/companies/def/sic-2007/G,,,46
Wholesale and retail trade and repair of motor vehicles and motorcycles,http://business.data.gov.uk/companies/def/sic-2007/45,http://business.data.gov.uk/companies/def/sic-2007/G,,,45
Public administration and defence; compulsory social security,http://business.data.gov.uk/companies/def/sic-2007/84,http://business.data.gov.uk/companies/def/sic-2007/O,,,84
Education,http://business.data.gov.uk/companies/def/sic-2007/85,http://business.data.gov.uk/companies/def/sic-2007/P,,,85
Real estate activities,http://business.data.gov.uk/companies/def/sic-2007/68,http://business.data.gov.uk/companies/def/sic-2007/L,,,68
Total,http://gss-data.org.uk/data/gss_data/trade/ons-uk-trade-in-services-by-industry-country-and-service-type-exports#concept/sic-2007/Total,,,,Total
Unknown Industry,http://gss-data.org.uk/data/gss_data/trade/ons-uk-trade-in-services-by-industry-country-and-service-type-exports#concept/sic-2007/U,,,,U
No Industry,http://gss-data.org.uk/data/gss_data/trade/ons-uk-trade-in-services-by-industry-country-and-service-type-exports#concept/sic-2007/N,,,,N
