Investment Direction,Year,International Trade Basis,FDI Area,FDI Component,FDI Industry,Value,Marker
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,7242.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,1813.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,1981.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,965.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,11549.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,3446.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,8660.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,14363.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,8707.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,7757.0,
inward,2018,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,1331.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,597.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,disclosive
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,19620.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,376.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,9386.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,5199.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,disclosive
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,12715.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,1688.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,disclosive
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,987.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,10303.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,2963.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,11815.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,24767.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,9112.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,8635.0,
inward,2019,BPM6,netherlands,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,2335.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,disclosive
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,disclosive
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,24.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,disclosive
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,1.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,18.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,,disclosive
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,7.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,4.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,34.0,
inward,2016,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,,disclosive
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,disclosive
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,disclosive
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,55.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,disclosive
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,1.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,11.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,14.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,3.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,2.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,4.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,3.0,
inward,2017,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,3.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,disclosive
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,disclosive
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,21.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,3.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,7.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,11.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,21.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,itis-nil
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,6.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,4.0,
inward,2018,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,4.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,158.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,18.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,7.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,10.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,25.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,disclosive
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,6.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,2.0,
inward,2019,BPM6,poland,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,2.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,disclosive
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,4.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,2.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,45.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,261.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,11.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,disclosive
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,8.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,35.0,
inward,2016,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,2.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,disclosive
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,6.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,disclosive
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,17.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,18.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,44.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,13.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,9.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,20.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,8.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,29.0,
inward,2017,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,3.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,disclosive
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,3.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,,disclosive
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,113.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,27.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,16.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,11.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,disclosive
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,8.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,63.0,
inward,2018,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,,disclosive
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,itis-nil
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,disclosive
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,2.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,5.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,5.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,28.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,16.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,10.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,6.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,11.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,53.0,
inward,2019,BPM6,portugal,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,2.0,
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,disclosive
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,,disclosive
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,,disclosive
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,,itis-nil
inward,2016,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,,disclosive
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,,itis-nil
inward,2017,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,petroleum-chemicals-pharmaceuticals-rubber-plastic-products,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,metal-and-machinery-products,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,computer-electronic-and-optical-products,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transport-equipment,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-manufacturing,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,electricity-gas-water-and-waste,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,construction,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,retail-wholesale-trade-repair-of-motor-vehicles-motor-cycles,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,transportation-storage,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,information-and-communication,1.0,
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,financial-services,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,professional-scientific-technical-services,,disclosive
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,administrative-and-support-service-activities,,itis-nil
inward,2018,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,other-services,,itis-nil
inward,2019,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,agriculture-forest-fishing,,itis-nil
inward,2019,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,mining-quarrying,,itis-nil
inward,2019,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,food-products-beverages-tobacco-products,,disclosive
inward,2019,BPM6,romania,total-net-fdi-international-investment-position-in-the-uk-at-end-period,textiles-wood-activities,,disclosive
