Year,NUTS Geography,HMRC Partner Geography,Flow Directions,SITC 4,Value,Marker
2019,nuts2/UKE3,non-eu,imports,2,199,
2019,nuts2/UKE3,non-eu,imports,3,33,
2019,nuts2/UKE3,non-eu,imports,4,18,
2019,nuts2/UKE3,non-eu,imports,5,588,
2019,nuts2/UKE3,non-eu,imports,6,1308,
2019,nuts2/UKE3,non-eu,imports,7,1414,
2019,nuts2/UKE3,non-eu,imports,8,1460,
2019,nuts2/UKE4,non-eu,imports,0,262,
2019,nuts2/UKE4,non-eu,imports,1,87,
2019,nuts2/UKE4,non-eu,imports,2,352,
2019,nuts2/UKE4,non-eu,imports,3,52,
2019,nuts2/UKE4,non-eu,imports,4,46,
2019,nuts2/UKE4,non-eu,imports,5,1024,
2019,nuts2/UKE4,non-eu,imports,6,2322,
2019,nuts2/UKE4,non-eu,imports,7,2585,
2019,nuts2/UKE4,non-eu,imports,8,2985,
2019,nuts2/yh-energy,non-eu,imports,3,,not-applicable
2019,nuts2/UKH2,FR,exports,all,938,
2019,nuts2/UKH2,NL,exports,all,928,
2019,nuts2/UKH2,DE,exports,all,1008,
2019,nuts2/UKH2,IT,exports,all,798,
2019,nuts2/UKH2,IE,exports,all,1071,
2019,nuts2/UKH2,DK,exports,all,617,
2019,nuts2/UKH2,GR,exports,all,476,
2019,nuts2/UKH2,PT,exports,all,575,
2019,nuts2/UKH2,ES,exports,all,870,
2019,nuts2/UKH2,BE,exports,all,776,
2019,nuts2/UKH2,LU,exports,all,216,
2019,nuts2/UKH2,SE,exports,all,691,
2019,nuts2/UKH2,FI,exports,all,507,
2019,nuts2/UKH2,AT,exports,all,511,
2019,nuts2/UKH2,MT,exports,all,396,
2019,nuts2/UKH2,EE,exports,all,300,
2019,nuts2/UKH2,LV,exports,all,295,
2019,nuts2/UKH2,LT,exports,all,371,
2019,nuts2/UKH2,PL,exports,all,742,
2019,nuts2/UKH2,CZ,exports,all,591,
2019,nuts2/UKH2,SK,exports,all,336,
2019,nuts2/UKH2,HU,exports,all,469,
2019,nuts2/UKH2,RO,exports,all,469,
2019,nuts2/UKH2,BG,exports,all,362,
2019,nuts2/UKH2,SI,exports,all,324,
2019,nuts2/UKH2,HR,exports,all,245,
2019,nuts2/UKH2,CY,exports,all,362,
2019,nuts2/UKH2,below-threshold-traders,exports,all,3717,
2019,nuts2/ea-btta,FR,exports,all,,not-applicable
2019,nuts2/ea-btta,NL,exports,all,,not-applicable
2019,nuts2/ea-btta,DE,exports,all,,not-applicable
2019,nuts2/ea-btta,IT,exports,all,,not-applicable
2019,nuts2/ea-btta,IE,exports,all,,not-applicable
2019,nuts2/ea-btta,DK,exports,all,,not-applicable
2019,nuts2/ea-btta,GR,exports,all,,not-applicable
2019,nuts2/ea-btta,PT,exports,all,,not-applicable
2019,nuts2/ea-btta,ES,exports,all,,not-applicable
2019,nuts2/ea-btta,BE,exports,all,,not-applicable
2019,nuts2/ea-btta,LU,exports,all,,not-applicable
2019,nuts2/ea-btta,SE,exports,all,,not-applicable
2019,nuts2/ea-btta,FI,exports,all,,not-applicable
2019,nuts2/ea-btta,AT,exports,all,,not-applicable
2019,nuts2/ea-btta,MT,exports,all,,not-applicable
2019,nuts2/ea-btta,EE,exports,all,,not-applicable
2019,nuts2/ea-btta,LV,exports,all,,not-applicable
2019,nuts2/ea-btta,LT,exports,all,,not-applicable
2019,nuts2/ea-btta,PL,exports,all,,not-applicable
2019,nuts2/ea-btta,CZ,exports,all,,not-applicable
2019,nuts2/ea-btta,SK,exports,all,,not-applicable
2019,nuts2/ea-btta,HU,exports,all,,not-applicable
2019,nuts2/ea-btta,RO,exports,all,,not-applicable
2019,nuts2/ea-btta,BG,exports,all,,not-applicable
2019,nuts2/ea-btta,SI,exports,all,,not-applicable
2019,nuts2/ea-btta,HR,exports,all,,not-applicable
2019,nuts2/ea-btta,CY,exports,all,,not-applicable
2019,nuts2/ea-energy,NL,exports,all,,not-applicable
2019,nuts2/ea-energy,BE,exports,all,,not-applicable
2019,nuts2/UKH1,FR,exports,all,1162,
2019,nuts2/UKH1,NL,exports,all,1145,
2019,nuts2/UKH1,DE,exports,all,1181,
2019,nuts2/UKH1,IT,exports,all,938,
2019,nuts2/UKH1,IE,exports,all,1260,
2019,nuts2/UKH1,DK,exports,all,779,
2019,nuts2/UKH1,GR,exports,all,560,
2019,nuts2/UKH1,PT,exports,all,687,
2019,nuts2/UKH1,ES,exports,all,1044,
2019,nuts2/UKH1,BE,exports,all,948,
2019,nuts2/UKH1,LU,exports,all,256,
2019,nuts2/UKH1,SE,exports,all,810,
2019,nuts2/UKH1,FI,exports,all,608,
2019,nuts2/UKH1,AT,exports,all,603,
2019,nuts2/UKH1,MT,exports,all,471,
2019,nuts2/UKH1,EE,exports,all,379,
2019,nuts2/UKH1,LV,exports,all,343,
2019,nuts2/UKH1,LT,exports,all,411,
2019,nuts2/UKH1,PL,exports,all,856,
2019,nuts2/UKH1,CZ,exports,all,676,
2019,nuts2/UKH1,SK,exports,all,410,
2019,nuts2/UKH1,HU,exports,all,539,
2019,nuts2/UKH1,RO,exports,all,511,
2019,nuts2/UKH1,BG,exports,all,381,
2019,nuts2/UKH1,SI,exports,all,375,
2019,nuts2/UKH1,HR,exports,all,288,
2019,nuts2/UKH1,CY,exports,all,407,
2019,nuts2/UKH1,below-threshold-traders,exports,all,4223,
2019,nuts2/UKH3,FR,exports,all,672,
2019,nuts2/UKH3,NL,exports,all,662,
2019,nuts2/UKH3,DE,exports,all,719,
2019,nuts2/UKH3,IT,exports,all,539,
2019,nuts2/UKH3,IE,exports,all,787,
2019,nuts2/UKH3,DK,exports,all,453,
2019,nuts2/UKH3,GR,exports,all,355,
2019,nuts2/UKH3,PT,exports,all,402,
2019,nuts2/UKH3,ES,exports,all,648,
2019,nuts2/UKH3,BE,exports,all,557,
2019,nuts2/UKH3,LU,exports,all,186,
2019,nuts2/UKH3,SE,exports,all,482,
2019,nuts2/UKH3,FI,exports,all,355,
2019,nuts2/UKH3,AT,exports,all,354,
2019,nuts2/UKH3,MT,exports,all,297,
2019,nuts2/UKH3,EE,exports,all,225,
2019,nuts2/UKH3,LV,exports,all,220,
2019,nuts2/UKH3,LT,exports,all,258,
2019,nuts2/UKH3,PL,exports,all,511,
2019,nuts2/UKH3,CZ,exports,all,403,
2019,nuts2/UKH3,SK,exports,all,259,
2019,nuts2/UKH3,HU,exports,all,333,
2019,nuts2/UKH3,RO,exports,all,323,
2019,nuts2/UKH3,BG,exports,all,242,
2019,nuts2/UKH3,SI,exports,all,219,
2019,nuts2/UKH3,HR,exports,all,185,
2019,nuts2/UKH3,CY,exports,all,297,
2019,nuts2/UKH3,below-threshold-traders,exports,all,2758,
2019,nuts2/UKF1,FR,exports,all,895,
2019,nuts2/UKF1,NL,exports,all,862,
2019,nuts2/UKF1,DE,exports,all,938,
2019,nuts2/UKF1,IT,exports,all,731,
2019,nuts2/UKF1,IE,exports,all,1008,
2019,nuts2/UKF1,DK,exports,all,600,
2019,nuts2/UKF1,GR,exports,all,467,
2019,nuts2/UKF1,PT,exports,all,496,
2019,nuts2/UKF1,ES,exports,all,825,
2019,nuts2/UKF1,BE,exports,all,728,
2019,nuts2/UKF1,LU,exports,all,218,
2019,nuts2/UKF1,SE,exports,all,666,
2019,nuts2/UKF1,FI,exports,all,465,
2019,nuts2/UKF1,AT,exports,all,499,
2019,nuts2/UKF1,MT,exports,all,376,
2019,nuts2/UKF1,EE,exports,all,293,
2019,nuts2/UKF1,LV,exports,all,270,
2019,nuts2/UKF1,LT,exports,all,325,
2019,nuts2/UKF1,PL,exports,all,697,
2019,nuts2/UKF1,CZ,exports,all,560,
2019,nuts2/UKF1,SK,exports,all,325,
2019,nuts2/UKF1,HU,exports,all,439,
2019,nuts2/UKF1,RO,exports,all,424,
2019,nuts2/UKF1,BG,exports,all,300,
2019,nuts2/UKF1,SI,exports,all,308,
2019,nuts2/UKF1,HR,exports,all,230,
2019,nuts2/UKF1,CY,exports,all,342,
2019,nuts2/UKF1,below-threshold-traders,exports,all,3139,
2019,nuts2/em-btta,FR,exports,all,,not-applicable
2019,nuts2/em-btta,NL,exports,all,,not-applicable
2019,nuts2/em-btta,DE,exports,all,,not-applicable
2019,nuts2/em-btta,IT,exports,all,,not-applicable
2019,nuts2/em-btta,IE,exports,all,,not-applicable
2019,nuts2/em-btta,DK,exports,all,,not-applicable
2019,nuts2/em-btta,GR,exports,all,,not-applicable
2019,nuts2/em-btta,PT,exports,all,,not-applicable
2019,nuts2/em-btta,ES,exports,all,,not-applicable
2019,nuts2/em-btta,BE,exports,all,,not-applicable
2019,nuts2/em-btta,LU,exports,all,,not-applicable
2019,nuts2/em-btta,SE,exports,all,,not-applicable
2019,nuts2/em-btta,FI,exports,all,,not-applicable
2019,nuts2/em-btta,AT,exports,all,,not-applicable
2019,nuts2/em-btta,MT,exports,all,,not-applicable
2019,nuts2/em-btta,EE,exports,all,,not-applicable
2019,nuts2/em-btta,LV,exports,all,,not-applicable
2019,nuts2/em-btta,LT,exports,all,,not-applicable
2019,nuts2/em-btta,PL,exports,all,,not-applicable
2019,nuts2/em-btta,CZ,exports,all,,not-applicable
2019,nuts2/em-btta,SK,exports,all,,not-applicable
2019,nuts2/em-btta,HU,exports,all,,not-applicable
2019,nuts2/em-btta,RO,exports,all,,not-applicable
2019,nuts2/em-btta,BG,exports,all,,not-applicable
2019,nuts2/em-btta,SI,exports,all,,not-applicable
2019,nuts2/em-btta,HR,exports,all,,not-applicable
2019,nuts2/em-btta,CY,exports,all,,not-applicable
2019,nuts2/em-energy,NL,exports,all,,not-applicable
2019,nuts2/UKF2,FR,exports,all,969,
2019,nuts2/UKF2,NL,exports,all,939,
2019,nuts2/UKF2,DE,exports,all,1030,
2019,nuts2/UKF2,IT,exports,all,779,
2019,nuts2/UKF2,IE,exports,all,1130,
2019,nuts2/UKF2,DK,exports,all,628,
2019,nuts2/UKF2,GR,exports,all,456,
2019,nuts2/UKF2,PT,exports,all,557,
2019,nuts2/UKF2,ES,exports,all,878,
2019,nuts2/UKF2,BE,exports,all,804,
2019,nuts2/UKF2,LU,exports,all,220,
2019,nuts2/UKF2,SE,exports,all,690,
2019,nuts2/UKF2,FI,exports,all,516,
2019,nuts2/UKF2,AT,exports,all,524,
2019,nuts2/UKF2,MT,exports,all,412,
2019,nuts2/UKF2,EE,exports,all,293,
2019,nuts2/UKF2,LV,exports,all,280,
2019,nuts2/UKF2,LT,exports,all,362,
2019,nuts2/UKF2,PL,exports,all,741,
2019,nuts2/UKF2,CZ,exports,all,585,
2019,nuts2/UKF2,SK,exports,all,340,
2019,nuts2/UKF2,HU,exports,all,484,
2019,nuts2/UKF2,RO,exports,all,438,
2019,nuts2/UKF2,BG,exports,all,317,
2019,nuts2/UKF2,SI,exports,all,282,
2019,nuts2/UKF2,HR,exports,all,245,
2019,nuts2/UKF2,CY,exports,all,357,
2019,nuts2/UKF2,below-threshold-traders,exports,all,3635,
2019,nuts2/UKF3,FR,exports,all,359,
2019,nuts2/UKF3,NL,exports,all,383,
2019,nuts2/UKF3,DE,exports,all,376,
2019,nuts2/UKF3,IT,exports,all,275,
2019,nuts2/UKF3,IE,exports,all,448,
2019,nuts2/UKF3,DK,exports,all,246,
2019,nuts2/UKF3,GR,exports,all,181,
2019,nuts2/UKF3,PT,exports,all,200,
2019,nuts2/UKF3,ES,exports,all,332,
2019,nuts2/UKF3,BE,exports,all,289,
2019,nuts2/UKF3,LU,exports,all,88,
2019,nuts2/UKF3,SE,exports,all,234,
2019,nuts2/UKF3,FI,exports,all,172,
2019,nuts2/UKF3,AT,exports,all,181,
2019,nuts2/UKF3,MT,exports,all,162,
2019,nuts2/UKF3,EE,exports,all,110,
2019,nuts2/UKF3,LV,exports,all,111,
2019,nuts2/UKF3,LT,exports,all,134,
2019,nuts2/UKF3,PL,exports,all,275,
2019,nuts2/UKF3,CZ,exports,all,201,
2019,nuts2/UKF3,SK,exports,all,110,
2019,nuts2/UKF3,HU,exports,all,152,
2019,nuts2/UKF3,RO,exports,all,142,
2019,nuts2/UKF3,BG,exports,all,123,
2019,nuts2/UKF3,SI,exports,all,97,
2019,nuts2/UKF3,HR,exports,all,74,
2019,nuts2/UKF3,CY,exports,all,159,
2019,nuts2/UKF3,below-threshold-traders,exports,all,1136,
2019,nuts2/UKI4,FR,exports,all,622,
2019,nuts2/UKI4,NL,exports,all,599,
2019,nuts2/UKI4,DE,exports,all,656,
2019,nuts2/UKI4,IT,exports,all,529,
2019,nuts2/UKI4,IE,exports,all,648,
2019,nuts2/UKI4,DK,exports,all,407,
2019,nuts2/UKI4,GR,exports,all,346,
2019,nuts2/UKI4,PT,exports,all,368,
2019,nuts2/UKI4,ES,exports,all,599,
2019,nuts2/UKI4,BE,exports,all,492,
2019,nuts2/UKI4,LU,exports,all,202,
2019,nuts2/UKI4,SE,exports,all,448,
2019,nuts2/UKI4,FI,exports,all,317,
2019,nuts2/UKI4,AT,exports,all,377,
2019,nuts2/UKI4,MT,exports,all,262,
2019,nuts2/UKI4,EE,exports,all,212,
2019,nuts2/UKI4,LV,exports,all,194,
2019,nuts2/UKI4,LT,exports,all,241,
2019,nuts2/UKI4,PL,exports,all,423,
2019,nuts2/UKI4,CZ,exports,all,346,
2019,nuts2/UKI4,SK,exports,all,223,
2019,nuts2/UKI4,HU,exports,all,283,
2019,nuts2/UKI4,RO,exports,all,280,
2019,nuts2/UKI4,BG,exports,all,210,
2019,nuts2/UKI4,SI,exports,all,191,
2019,nuts2/UKI4,HR,exports,all,169,
2019,nuts2/UKI4,CY,exports,all,266,
2019,nuts2/UKI4,below-threshold-traders,exports,all,4616,
2019,nuts2/UKI3,FR,exports,all,1033,
2019,nuts2/UKI3,NL,exports,all,907,
2019,nuts2/UKI3,DE,exports,all,1006,
2019,nuts2/UKI3,IT,exports,all,911,
2019,nuts2/UKI3,IE,exports,all,983,
2019,nuts2/UKI3,DK,exports,all,641,
2019,nuts2/UKI3,GR,exports,all,531,
2019,nuts2/UKI3,PT,exports,all,565,
2019,nuts2/UKI3,ES,exports,all,927,
2019,nuts2/UKI3,BE,exports,all,757,
2019,nuts2/UKI3,LU,exports,all,338,
2019,nuts2/UKI3,SE,exports,all,682,
2019,nuts2/UKI3,FI,exports,all,487,
2019,nuts2/UKI3,AT,exports,all,585,
2019,nuts2/UKI3,MT,exports,all,384,
2019,nuts2/UKI3,EE,exports,all,324,
2019,nuts2/UKI3,LV,exports,all,294,
2019,nuts2/UKI3,LT,exports,all,349,
2019,nuts2/UKI3,PL,exports,all,637,
2019,nuts2/UKI3,CZ,exports,all,539,
2019,nuts2/UKI3,SK,exports,all,326,
2019,nuts2/UKI3,HU,exports,all,423,
2019,nuts2/UKI3,RO,exports,all,418,
2019,nuts2/UKI3,BG,exports,all,323,
2019,nuts2/UKI3,SI,exports,all,307,
2019,nuts2/UKI3,HR,exports,all,261,
2019,nuts2/UKI3,CY,exports,all,418,
2019,nuts2/UKI3,below-threshold-traders,exports,all,6685,
2019,nuts2/lo-btta,FR,exports,all,,not-applicable
2019,nuts2/lo-btta,NL,exports,all,,not-applicable
2019,nuts2/lo-btta,DE,exports,all,,not-applicable
2019,nuts2/lo-btta,IT,exports,all,,not-applicable
2019,nuts2/lo-btta,IE,exports,all,,not-applicable
2019,nuts2/lo-btta,DK,exports,all,,not-applicable
2019,nuts2/lo-btta,GR,exports,all,,not-applicable
2019,nuts2/lo-btta,PT,exports,all,,not-applicable
2019,nuts2/lo-btta,ES,exports,all,,not-applicable
2019,nuts2/lo-btta,BE,exports,all,,not-applicable
2019,nuts2/lo-btta,LU,exports,all,,not-applicable
2019,nuts2/lo-btta,SE,exports,all,,not-applicable
2019,nuts2/lo-btta,FI,exports,all,,not-applicable
2019,nuts2/lo-btta,AT,exports,all,,not-applicable
2019,nuts2/lo-btta,MT,exports,all,,not-applicable
2019,nuts2/lo-btta,EE,exports,all,,not-applicable
2019,nuts2/lo-btta,LV,exports,all,,not-applicable
2019,nuts2/lo-btta,LT,exports,all,,not-applicable
2019,nuts2/lo-btta,PL,exports,all,,not-applicable
2019,nuts2/lo-btta,CZ,exports,all,,not-applicable
2019,nuts2/lo-btta,SK,exports,all,,not-applicable
2019,nuts2/lo-btta,HU,exports,all,,not-applicable
2019,nuts2/lo-btta,RO,exports,all,,not-applicable
2019,nuts2/lo-btta,BG,exports,all,,not-applicable
2019,nuts2/lo-btta,SI,exports,all,,not-applicable
2019,nuts2/lo-btta,HR,exports,all,,not-applicable
2019,nuts2/lo-btta,CY,exports,all,,not-applicable
2019,nuts2/UKI5,FR,exports,all,377,
2019,nuts2/UKI5,NL,exports,all,398,
2019,nuts2/UKI5,DE,exports,all,416,
2019,nuts2/UKI5,IT,exports,all,309,
2019,nuts2/UKI5,IE,exports,all,452,
2019,nuts2/UKI5,DK,exports,all,250,
2019,nuts2/UKI5,GR,exports,all,197,
2019,nuts2/UKI5,PT,exports,all,215,
2019,nuts2/UKI5,ES,exports,all,381,
2019,nuts2/UKI5,BE,exports,all,314,
2019,nuts2/UKI5,LU,exports,all,116,
2019,nuts2/UKI5,SE,exports,all,268,
2019,nuts2/UKI5,FI,exports,all,183,
2019,nuts2/UKI5,AT,exports,all,194,
2019,nuts2/UKI5,MT,exports,all,189,
2019,nuts2/UKI5,EE,exports,all,124,
2019,nuts2/UKI5,LV,exports,all,116,
2019,nuts2/UKI5,LT,exports,all,142,
2019,nuts2/UKI5,PL,exports,all,288,
2019,nuts2/UKI5,CZ,exports,all,221,
2019,nuts2/UKI5,SK,exports,all,124,
2019,nuts2/UKI5,HU,exports,all,169,
2019,nuts2/UKI5,RO,exports,all,174,
2019,nuts2/UKI5,BG,exports,all,126,
2019,nuts2/UKI5,SI,exports,all,119,
2019,nuts2/UKI5,HR,exports,all,98,
2019,nuts2/UKI5,CY,exports,all,182,
2019,nuts2/UKI5,below-threshold-traders,exports,all,1767,
2019,nuts2/UKI6,FR,exports,all,396,
2019,nuts2/UKI6,NL,exports,all,394,
2019,nuts2/UKI6,DE,exports,all,416,
2019,nuts2/UKI6,IT,exports,all,312,
2019,nuts2/UKI6,IE,exports,all,459,
2019,nuts2/UKI6,DK,exports,all,271,
2019,nuts2/UKI6,GR,exports,all,213,
2019,nuts2/UKI6,PT,exports,all,238,
2019,nuts2/UKI6,ES,exports,all,382,
2019,nuts2/UKI6,BE,exports,all,309,
2019,nuts2/UKI6,LU,exports,all,116,
2019,nuts2/UKI6,SE,exports,all,285,
2019,nuts2/UKI6,FI,exports,all,210,
2019,nuts2/UKI6,AT,exports,all,222,
2019,nuts2/UKI6,MT,exports,all,212,
2019,nuts2/UKI6,EE,exports,all,157,
2019,nuts2/UKI6,LV,exports,all,137,
2019,nuts2/UKI6,LT,exports,all,164,
2019,nuts2/UKI6,PL,exports,all,294,
2019,nuts2/UKI6,CZ,exports,all,243,
2019,nuts2/UKI6,SK,exports,all,154,
2019,nuts2/UKI6,HU,exports,all,190,
2019,nuts2/UKI6,RO,exports,all,181,
2019,nuts2/UKI6,BG,exports,all,144,
2019,nuts2/UKI6,SI,exports,all,134,
2019,nuts2/UKI6,HR,exports,all,105,
2019,nuts2/UKI6,CY,exports,all,197,
2019,nuts2/UKI6,below-threshold-traders,exports,all,1686,
2019,nuts2/UKI7,FR,exports,all,768,
2019,nuts2/UKI7,NL,exports,all,735,
2019,nuts2/UKI7,DE,exports,all,798,
2019,nuts2/UKI7,IT,exports,all,630,
2019,nuts2/UKI7,IE,exports,all,844,
2019,nuts2/UKI7,DK,exports,all,490,
2019,nuts2/UKI7,GR,exports,all,406,
2019,nuts2/UKI7,PT,exports,all,466,
2019,nuts2/UKI7,ES,exports,all,733,
2019,nuts2/UKI7,BE,exports,all,584,
2019,nuts2/UKI7,LU,exports,all,209,
2019,nuts2/UKI7,SE,exports,all,534,
2019,nuts2/UKI7,FI,exports,all,381,
2019,nuts2/UKI7,AT,exports,all,437,
2019,nuts2/UKI7,MT,exports,all,337,
2019,nuts2/UKI7,EE,exports,all,244,
2019,nuts2/UKI7,LV,exports,all,236,
2019,nuts2/UKI7,LT,exports,all,284,
2019,nuts2/UKI7,PL,exports,all,556,
2019,nuts2/UKI7,CZ,exports,all,430,
2019,nuts2/UKI7,SK,exports,all,265,
2019,nuts2/UKI7,HU,exports,all,351,
2019,nuts2/UKI7,RO,exports,all,344,
2019,nuts2/UKI7,BG,exports,all,269,
2019,nuts2/UKI7,SI,exports,all,247,
2019,nuts2/UKI7,HR,exports,all,200,
2019,nuts2/UKI7,CY,exports,all,325,
2019,nuts2/UKI7,below-threshold-traders,exports,all,3567,
2019,nuts2/ne-btta,FR,exports,all,,not-applicable
2019,nuts2/ne-btta,NL,exports,all,,not-applicable
2019,nuts2/ne-btta,DE,exports,all,,not-applicable
2019,nuts2/ne-btta,IT,exports,all,,not-applicable
2019,nuts2/ne-btta,IE,exports,all,,not-applicable
2019,nuts2/ne-btta,DK,exports,all,,not-applicable
2019,nuts2/ne-btta,GR,exports,all,,not-applicable
2019,nuts2/ne-btta,PT,exports,all,,not-applicable
2019,nuts2/ne-btta,ES,exports,all,,not-applicable
2019,nuts2/ne-btta,BE,exports,all,,not-applicable
2019,nuts2/ne-btta,LU,exports,all,,not-applicable
2019,nuts2/ne-btta,SE,exports,all,,not-applicable
2019,nuts2/ne-btta,FI,exports,all,,not-applicable
2019,nuts2/ne-btta,AT,exports,all,,not-applicable
2019,nuts2/ne-btta,PL,exports,all,,not-applicable
2019,nuts2/ne-btta,CZ,exports,all,,not-applicable
2019,nuts2/ne-btta,SK,exports,all,,not-applicable
2019,nuts2/ne-btta,HU,exports,all,,not-applicable
2019,nuts2/ne-btta,RO,exports,all,,not-applicable
2019,nuts2/UKC2,FR,exports,all,581,
2019,nuts2/UKC2,NL,exports,all,562,
2019,nuts2/UKC2,DE,exports,all,601,
2019,nuts2/UKC2,IT,exports,all,460,
2019,nuts2/UKC2,IE,exports,all,660,
2019,nuts2/UKC2,DK,exports,all,369,
2019,nuts2/UKC2,GR,exports,all,271,
2019,nuts2/UKC2,PT,exports,all,315,
2019,nuts2/UKC2,ES,exports,all,540,
2019,nuts2/UKC2,BE,exports,all,469,
2019,nuts2/UKC2,LU,exports,all,139,
2019,nuts2/UKC2,SE,exports,all,399,
2019,nuts2/UKC2,FI,exports,all,286,
2019,nuts2/UKC2,AT,exports,all,317,
2019,nuts2/UKC2,MT,exports,all,248,
2019,nuts2/UKC2,EE,exports,all,174,
2019,nuts2/UKC2,LV,exports,all,176,
2019,nuts2/UKC2,LT,exports,all,203,
2019,nuts2/UKC2,PL,exports,all,423,
2019,nuts2/UKC2,CZ,exports,all,337,
2019,nuts2/UKC2,SK,exports,all,213,
2019,nuts2/UKC2,HU,exports,all,278,
2019,nuts2/UKC2,RO,exports,all,259,
2019,nuts2/UKC2,BG,exports,all,189,
2019,nuts2/UKC2,SI,exports,all,173,
2019,nuts2/UKC2,HR,exports,all,153,
2019,nuts2/UKC2,CY,exports,all,230,
2019,nuts2/UKC2,below-threshold-traders,exports,all,1264,
2019,nuts2/UKC1,FR,exports,all,451,
2019,nuts2/UKC1,NL,exports,all,453,
2019,nuts2/UKC1,DE,exports,all,477,
2019,nuts2/UKC1,IT,exports,all,352,
2019,nuts2/UKC1,IE,exports,all,517,
2019,nuts2/UKC1,DK,exports,all,277,
2019,nuts2/UKC1,GR,exports,all,202,
2019,nuts2/UKC1,PT,exports,all,247,
2019,nuts2/UKC1,ES,exports,all,406,
2019,nuts2/UKC1,BE,exports,all,365,
2019,nuts2/UKC1,LU,exports,all,106,
2019,nuts2/UKC1,SE,exports,all,308,
2019,nuts2/UKC1,FI,exports,all,223,
2019,nuts2/UKC1,AT,exports,all,226,
2019,nuts2/UKC1,MT,exports,all,185,
2019,nuts2/UKC1,EE,exports,all,126,
2019,nuts2/UKC1,LV,exports,all,129,
2019,nuts2/UKC1,LT,exports,all,156,
2019,nuts2/UKC1,PL,exports,all,358,
2019,nuts2/UKC1,CZ,exports,all,275,
2019,nuts2/UKC1,SK,exports,all,155,
2019,nuts2/UKC1,HU,exports,all,211,
2019,nuts2/UKC1,RO,exports,all,203,
2019,nuts2/UKC1,BG,exports,all,164,
2019,nuts2/UKC1,SI,exports,all,127,
2019,nuts2/UKC1,HR,exports,all,98,
2019,nuts2/UKC1,CY,exports,all,175,
2019,nuts2/UKC1,below-threshold-traders,exports,all,923,
2019,nuts2/UKN0,FR,exports,all,539,
2019,nuts2/UKN0,NL,exports,all,548,
2019,nuts2/UKN0,DE,exports,all,524,
2019,nuts2/UKN0,IT,exports,all,393,
2019,nuts2/UKN0,IE,exports,all,1557,
2019,nuts2/UKN0,DK,exports,all,341,
2019,nuts2/UKN0,GR,exports,all,220,
2019,nuts2/UKN0,PT,exports,all,284,
2019,nuts2/UKN0,ES,exports,all,455,
2019,nuts2/UKN0,BE,exports,all,398,
2019,nuts2/UKN0,LU,exports,all,128,
2019,nuts2/UKN0,SE,exports,all,362,
2019,nuts2/UKN0,FI,exports,all,276,
2019,nuts2/UKN0,AT,exports,all,264,
2019,nuts2/UKN0,MT,exports,all,240,
2019,nuts2/UKN0,EE,exports,all,157,
2019,nuts2/UKN0,LV,exports,all,161,
2019,nuts2/UKN0,LT,exports,all,184,
2019,nuts2/UKN0,PL,exports,all,387,
2019,nuts2/UKN0,CZ,exports,all,286,
2019,nuts2/UKN0,SK,exports,all,163,
2019,nuts2/UKN0,HU,exports,all,232,
2019,nuts2/UKN0,RO,exports,all,215,
2019,nuts2/UKN0,BG,exports,all,170,
2019,nuts2/UKN0,SI,exports,all,154,
2019,nuts2/UKN0,HR,exports,all,135,
2019,nuts2/UKN0,CY,exports,all,203,
2019,nuts2/UKN0,below-threshold-traders,exports,all,6883,
2019,nuts2/UKD6,FR,exports,all,586,
2019,nuts2/UKD6,NL,exports,all,568,
2019,nuts2/UKD6,DE,exports,all,623,
2019,nuts2/UKD6,IT,exports,all,463,
2019,nuts2/UKD6,IE,exports,all,705,
2019,nuts2/UKD6,DK,exports,all,401,
2019,nuts2/UKD6,GR,exports,all,279,
2019,nuts2/UKD6,PT,exports,all,326,
2019,nuts2/UKD6,ES,exports,all,535,
2019,nuts2/UKD6,BE,exports,all,482,
2019,nuts2/UKD6,LU,exports,all,153,
2019,nuts2/UKD6,SE,exports,all,411,
2019,nuts2/UKD6,FI,exports,all,305,
2019,nuts2/UKD6,AT,exports,all,311,
2019,nuts2/UKD6,MT,exports,all,248,
2019,nuts2/UKD6,EE,exports,all,197,
2019,nuts2/UKD6,LV,exports,all,183,
2019,nuts2/UKD6,LT,exports,all,211,
2019,nuts2/UKD6,PL,exports,all,453,
2019,nuts2/UKD6,CZ,exports,all,345,
2019,nuts2/UKD6,SK,exports,all,211,
2019,nuts2/UKD6,HU,exports,all,256,
2019,nuts2/UKD6,RO,exports,all,258,
2019,nuts2/UKD6,BG,exports,all,192,
2019,nuts2/UKD6,SI,exports,all,178,
2019,nuts2/UKD6,HR,exports,all,148,
2019,nuts2/UKD6,CY,exports,all,226,
2019,nuts2/UKD6,below-threshold-traders,exports,all,1779,
2019,nuts2/UKD1,FR,exports,all,260,
2019,nuts2/UKD1,NL,exports,all,263,
2019,nuts2/UKD1,DE,exports,all,272,
2019,nuts2/UKD1,IT,exports,all,200,
2019,nuts2/UKD1,IE,exports,all,317,
2019,nuts2/UKD1,DK,exports,all,174,
2019,nuts2/UKD1,GR,exports,all,132,
2019,nuts2/UKD1,PT,exports,all,154,
2019,nuts2/UKD1,ES,exports,all,240,
2019,nuts2/UKD1,BE,exports,all,215,
2019,nuts2/UKD1,LU,exports,all,79,
2019,nuts2/UKD1,SE,exports,all,191,
2019,nuts2/UKD1,FI,exports,all,148,
