Year,NUTS Geography,HMRC Partner Geography,Flow Directions,SITC 4,Value,Marker
2019,nuts2/UKM8,non-eu,imports,8,569,
2019,nuts2/UKJ1,non-eu,imports,0,427,
2019,nuts2/UKJ1,non-eu,imports,1,112,
2019,nuts2/UKJ1,non-eu,imports,2,94,
2019,nuts2/UKJ1,non-eu,imports,3,247,
2019,nuts2/UKJ1,non-eu,imports,4,3,
2019,nuts2/UKJ1,non-eu,imports,5,1009,
2019,nuts2/UKJ1,non-eu,imports,6,784,
2019,nuts2/UKJ1,non-eu,imports,7,5359,
2019,nuts2/UKJ1,non-eu,imports,8,2316,
2019,nuts2/UKJ3,non-eu,imports,0,229,
2019,nuts2/UKJ3,non-eu,imports,1,71,
2019,nuts2/UKJ3,non-eu,imports,2,48,
2019,nuts2/UKJ3,non-eu,imports,3,2551,
2019,nuts2/UKJ3,non-eu,imports,4,13,
2019,nuts2/UKJ3,non-eu,imports,5,545,
2019,nuts2/UKJ3,non-eu,imports,6,499,
2019,nuts2/UKJ3,non-eu,imports,7,4811,
2019,nuts2/UKJ3,non-eu,imports,8,1386,
2019,nuts2/UKJ4,non-eu,imports,0,662,
2019,nuts2/UKJ4,non-eu,imports,1,18,
2019,nuts2/UKJ4,non-eu,imports,2,49,
2019,nuts2/UKJ4,non-eu,imports,3,51,
2019,nuts2/UKJ4,non-eu,imports,4,2,
2019,nuts2/UKJ4,non-eu,imports,5,429,
2019,nuts2/UKJ4,non-eu,imports,6,576,
2019,nuts2/UKJ4,non-eu,imports,7,528,
2019,nuts2/UKJ4,non-eu,imports,8,968,
2019,nuts2/UKJ2,non-eu,imports,0,281,
2019,nuts2/UKJ2,non-eu,imports,1,49,
2019,nuts2/UKJ2,non-eu,imports,2,78,
2019,nuts2/UKJ2,non-eu,imports,3,2774,
2019,nuts2/UKJ2,non-eu,imports,4,3,
2019,nuts2/UKJ2,non-eu,imports,5,1415,
2019,nuts2/UKJ2,non-eu,imports,6,548,
2019,nuts2/UKJ2,non-eu,imports,7,6631,
2019,nuts2/UKJ2,non-eu,imports,8,1690,
2019,nuts2/UKK3,non-eu,imports,0,22,
2019,nuts2/UKK3,non-eu,imports,1,3,
2019,nuts2/UKK3,non-eu,imports,2,4,
2019,nuts2/UKK3,non-eu,imports,3,5,
2019,nuts2/UKK3,non-eu,imports,5,24,
2019,nuts2/UKK3,non-eu,imports,6,68,
2019,nuts2/UKK3,non-eu,imports,7,141,
2019,nuts2/UKK3,non-eu,imports,8,191,
2019,nuts2/UKK4,non-eu,imports,0,31,
2019,nuts2/UKK4,non-eu,imports,1,7,
2019,nuts2/UKK4,non-eu,imports,2,22,
2019,nuts2/UKK4,non-eu,imports,3,167,
2019,nuts2/UKK4,non-eu,imports,4,7,
2019,nuts2/UKK4,non-eu,imports,5,81,
2019,nuts2/UKK4,non-eu,imports,6,174,
2019,nuts2/UKK4,non-eu,imports,7,398,
2019,nuts2/UKK4,non-eu,imports,8,412,
2019,nuts2/UKK2,non-eu,imports,0,96,
2019,nuts2/UKK2,non-eu,imports,1,11,
2019,nuts2/UKK2,non-eu,imports,2,10,
2019,nuts2/UKK2,non-eu,imports,3,18,
2019,nuts2/UKK2,non-eu,imports,4,1,
2019,nuts2/UKK2,non-eu,imports,5,87,
2019,nuts2/UKK2,non-eu,imports,6,463,
2019,nuts2/UKK2,non-eu,imports,7,768,
2019,nuts2/UKK2,non-eu,imports,8,753,
2019,nuts2/UKK1,non-eu,imports,0,147,
2019,nuts2/UKK1,non-eu,imports,1,139,
2019,nuts2/UKK1,non-eu,imports,2,116,
2019,nuts2/UKK1,non-eu,imports,3,242,
2019,nuts2/UKK1,non-eu,imports,4,8,
2019,nuts2/UKK1,non-eu,imports,5,225,
2019,nuts2/UKK1,non-eu,imports,6,964,
2019,nuts2/UKK1,non-eu,imports,7,6311,
2019,nuts2/UKK1,non-eu,imports,8,1479,
2019,nuts2/UKL2,non-eu,imports,0,59,
2019,nuts2/UKL2,non-eu,imports,1,48,
2019,nuts2/UKL2,non-eu,imports,2,106,
2019,nuts2/UKL2,non-eu,imports,3,114,
2019,nuts2/UKL2,non-eu,imports,4,1,
2019,nuts2/UKL2,non-eu,imports,5,403,
2019,nuts2/UKL2,non-eu,imports,6,367,
2019,nuts2/UKL2,non-eu,imports,7,1066,
2019,nuts2/UKL2,non-eu,imports,8,471,
2019,nuts2/UKL1,non-eu,imports,0,36,
2019,nuts2/UKL1,non-eu,imports,1,8,
2019,nuts2/UKL1,non-eu,imports,2,593,
2019,nuts2/UKL1,non-eu,imports,3,3726,
2019,nuts2/UKL1,non-eu,imports,4,1,
2019,nuts2/UKL1,non-eu,imports,5,134,
2019,nuts2/UKL1,non-eu,imports,6,472,
2019,nuts2/UKL1,non-eu,imports,7,2978,
2019,nuts2/UKL1,non-eu,imports,8,663,
2019,nuts2/UKL1,non-eu,imports,9,2,
2019,nuts2/UKG1,non-eu,imports,0,367,
2019,nuts2/UKG1,non-eu,imports,1,9,
2019,nuts2/UKG1,non-eu,imports,2,28,
2019,nuts2/UKG1,non-eu,imports,3,196,
2019,nuts2/UKG1,non-eu,imports,4,8,
2019,nuts2/UKG1,non-eu,imports,5,114,
2019,nuts2/UKG1,non-eu,imports,6,645,
2019,nuts2/UKG1,non-eu,imports,7,1441,
2019,nuts2/UKG1,non-eu,imports,8,736,
2019,nuts2/UKG2,non-eu,imports,0,115,
2019,nuts2/UKG2,non-eu,imports,1,9,
2019,nuts2/UKG2,non-eu,imports,2,120,
2019,nuts2/UKG2,non-eu,imports,3,104,
2019,nuts2/UKG2,non-eu,imports,4,8,
2019,nuts2/UKG2,non-eu,imports,5,207,
2019,nuts2/UKG2,non-eu,imports,6,673,
2019,nuts2/UKG2,non-eu,imports,7,1830,
2019,nuts2/UKG2,non-eu,imports,8,977,
2019,nuts2/UKG3,non-eu,imports,0,236,
2019,nuts2/UKG3,non-eu,imports,1,13,
2019,nuts2/UKG3,non-eu,imports,2,64,
2019,nuts2/UKG3,non-eu,imports,3,146,
2019,nuts2/UKG3,non-eu,imports,4,1,
2019,nuts2/UKG3,non-eu,imports,5,180,
2019,nuts2/UKG3,non-eu,imports,6,1496,
2019,nuts2/UKG3,non-eu,imports,7,2225,
2019,nuts2/UKG3,non-eu,imports,8,1798,
2019,nuts2/UKE1,non-eu,imports,0,397,
2019,nuts2/UKE1,non-eu,imports,1,6,
2019,nuts2/UKE1,non-eu,imports,2,281,
2019,nuts2/UKE1,non-eu,imports,3,2869,
2019,nuts2/UKE1,non-eu,imports,4,66,
2019,nuts2/UKE1,non-eu,imports,5,304,
2019,nuts2/UKE1,non-eu,imports,6,203,
2019,nuts2/UKE1,non-eu,imports,7,141,
2019,nuts2/UKE1,non-eu,imports,8,297,
2019,nuts2/UKE2,non-eu,imports,0,115,
2019,nuts2/UKE2,non-eu,imports,1,7,
2019,nuts2/UKE2,non-eu,imports,2,957,
2019,nuts2/UKE2,non-eu,imports,3,45,
2019,nuts2/UKE2,non-eu,imports,4,2,
2019,nuts2/UKE2,non-eu,imports,5,85,
2019,nuts2/UKE2,non-eu,imports,6,218,
2019,nuts2/UKE2,non-eu,imports,7,264,
2019,nuts2/UKE2,non-eu,imports,8,408,
2019,nuts2/UKE3,non-eu,imports,0,57,
2019,nuts2/UKE3,non-eu,imports,1,6,
2019,nuts2/UKE3,non-eu,imports,2,66,
2019,nuts2/UKE3,non-eu,imports,3,32,
2019,nuts2/UKE3,non-eu,imports,4,1,
2019,nuts2/UKE3,non-eu,imports,5,113,
2019,nuts2/UKE3,non-eu,imports,6,514,
2019,nuts2/UKE3,non-eu,imports,7,593,
2019,nuts2/UKE3,non-eu,imports,8,619,
2019,nuts2/UKE4,non-eu,imports,0,247,
2019,nuts2/UKE4,non-eu,imports,1,17,
2019,nuts2/UKE4,non-eu,imports,2,149,
2019,nuts2/UKE4,non-eu,imports,3,287,
2019,nuts2/UKE4,non-eu,imports,4,18,
2019,nuts2/UKE4,non-eu,imports,5,305,
2019,nuts2/UKE4,non-eu,imports,6,910,
2019,nuts2/UKE4,non-eu,imports,7,1206,
2019,nuts2/UKE4,non-eu,imports,8,1222,
2019,nuts2/yh-energy,non-eu,imports,3,2294,
2019,nuts2/UKH2,FR,exports,all,774,
2019,nuts2/UKH2,NL,exports,all,699,
2019,nuts2/UKH2,DE,exports,all,1745,
2019,nuts2/UKH2,IT,exports,all,507,
2019,nuts2/UKH2,IE,exports,all,651,
2019,nuts2/UKH2,DK,exports,all,70,
2019,nuts2/UKH2,GR,exports,all,45,
2019,nuts2/UKH2,PT,exports,all,120,
2019,nuts2/UKH2,ES,exports,all,462,
2019,nuts2/UKH2,BE,exports,all,418,
2019,nuts2/UKH2,LU,exports,all,4,
2019,nuts2/UKH2,SE,exports,all,137,
2019,nuts2/UKH2,FI,exports,all,55,
2019,nuts2/UKH2,AT,exports,all,62,
2019,nuts2/UKH2,MT,exports,all,25,
2019,nuts2/UKH2,EE,exports,all,5,
2019,nuts2/UKH2,LV,exports,all,4,
2019,nuts2/UKH2,LT,exports,all,16,
2019,nuts2/UKH2,PL,exports,all,184,
2019,nuts2/UKH2,CZ,exports,all,55,
2019,nuts2/UKH2,SK,exports,all,12,
2019,nuts2/UKH2,HU,exports,all,86,
2019,nuts2/UKH2,RO,exports,all,55,
2019,nuts2/UKH2,BG,exports,all,17,
2019,nuts2/UKH2,SI,exports,all,8,
2019,nuts2/UKH2,HR,exports,all,8,
2019,nuts2/UKH2,CY,exports,all,15,
2019,nuts2/UKH2,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/ea-btta,FR,exports,all,47,
2019,nuts2/ea-btta,NL,exports,all,47,
2019,nuts2/ea-btta,DE,exports,all,66,
2019,nuts2/ea-btta,IT,exports,all,22,
2019,nuts2/ea-btta,IE,exports,all,70,
2019,nuts2/ea-btta,DK,exports,all,10,
2019,nuts2/ea-btta,GR,exports,all,6,
2019,nuts2/ea-btta,PT,exports,all,8,
2019,nuts2/ea-btta,ES,exports,all,27,
2019,nuts2/ea-btta,BE,exports,all,34,
2019,nuts2/ea-btta,LU,exports,all,1,
2019,nuts2/ea-btta,SE,exports,all,15,
2019,nuts2/ea-btta,FI,exports,all,5,
2019,nuts2/ea-btta,AT,exports,all,6,
2019,nuts2/ea-btta,MT,exports,all,3,
2019,nuts2/ea-btta,EE,exports,all,2,
2019,nuts2/ea-btta,LV,exports,all,2,
2019,nuts2/ea-btta,LT,exports,all,2,
2019,nuts2/ea-btta,PL,exports,all,21,
2019,nuts2/ea-btta,CZ,exports,all,9,
2019,nuts2/ea-btta,SK,exports,all,7,
2019,nuts2/ea-btta,HU,exports,all,5,
2019,nuts2/ea-btta,RO,exports,all,6,
2019,nuts2/ea-btta,BG,exports,all,2,
2019,nuts2/ea-btta,SI,exports,all,2,
2019,nuts2/ea-btta,HR,exports,all,1,
2019,nuts2/ea-btta,CY,exports,all,4,
2019,nuts2/ea-energy,NL,exports,all,75,
2019,nuts2/ea-energy,BE,exports,all,490,
2019,nuts2/UKH1,FR,exports,all,530,
2019,nuts2/UKH1,NL,exports,all,623,
2019,nuts2/UKH1,DE,exports,all,862,
2019,nuts2/UKH1,IT,exports,all,268,
2019,nuts2/UKH1,IE,exports,all,685,
2019,nuts2/UKH1,DK,exports,all,71,
2019,nuts2/UKH1,GR,exports,all,28,
2019,nuts2/UKH1,PT,exports,all,42,
2019,nuts2/UKH1,ES,exports,all,289,
2019,nuts2/UKH1,BE,exports,all,288,
2019,nuts2/UKH1,LU,exports,all,7,
2019,nuts2/UKH1,SE,exports,all,178,
2019,nuts2/UKH1,FI,exports,all,40,
2019,nuts2/UKH1,AT,exports,all,73,
2019,nuts2/UKH1,MT,exports,all,9,
2019,nuts2/UKH1,EE,exports,all,9,
2019,nuts2/UKH1,LV,exports,all,7,
2019,nuts2/UKH1,LT,exports,all,12,
2019,nuts2/UKH1,PL,exports,all,123,
2019,nuts2/UKH1,CZ,exports,all,50,
2019,nuts2/UKH1,SK,exports,all,9,
2019,nuts2/UKH1,HU,exports,all,66,
2019,nuts2/UKH1,RO,exports,all,29,
2019,nuts2/UKH1,BG,exports,all,11,
2019,nuts2/UKH1,SI,exports,all,15,
2019,nuts2/UKH1,HR,exports,all,5,
2019,nuts2/UKH1,CY,exports,all,22,
2019,nuts2/UKH1,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKH3,FR,exports,all,337,
2019,nuts2/UKH3,NL,exports,all,288,
2019,nuts2/UKH3,DE,exports,all,468,
2019,nuts2/UKH3,IT,exports,all,196,
2019,nuts2/UKH3,IE,exports,all,236,
2019,nuts2/UKH3,DK,exports,all,46,
2019,nuts2/UKH3,GR,exports,all,13,
2019,nuts2/UKH3,PT,exports,all,22,
2019,nuts2/UKH3,ES,exports,all,282,
2019,nuts2/UKH3,BE,exports,all,174,
2019,nuts2/UKH3,LU,exports,all,4,
2019,nuts2/UKH3,SE,exports,all,58,
2019,nuts2/UKH3,FI,exports,all,18,
2019,nuts2/UKH3,AT,exports,all,24,
2019,nuts2/UKH3,MT,exports,all,15,
2019,nuts2/UKH3,EE,exports,all,3,
2019,nuts2/UKH3,LV,exports,all,4,
2019,nuts2/UKH3,LT,exports,all,6,
2019,nuts2/UKH3,PL,exports,all,96,
2019,nuts2/UKH3,CZ,exports,all,27,
2019,nuts2/UKH3,SK,exports,all,49,
2019,nuts2/UKH3,HU,exports,all,13,
2019,nuts2/UKH3,RO,exports,all,38,
2019,nuts2/UKH3,BG,exports,all,5,
2019,nuts2/UKH3,SI,exports,all,4,
2019,nuts2/UKH3,HR,exports,all,3,
2019,nuts2/UKH3,CY,exports,all,17,
2019,nuts2/UKH3,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKF1,FR,exports,all,1128,
2019,nuts2/UKF1,NL,exports,all,501,
2019,nuts2/UKF1,DE,exports,all,1685,
2019,nuts2/UKF1,IT,exports,all,494,
2019,nuts2/UKF1,IE,exports,all,576,
2019,nuts2/UKF1,DK,exports,all,67,
2019,nuts2/UKF1,GR,exports,all,60,
2019,nuts2/UKF1,PT,exports,all,87,
2019,nuts2/UKF1,ES,exports,all,609,
2019,nuts2/UKF1,BE,exports,all,1235,
2019,nuts2/UKF1,LU,exports,all,5,
2019,nuts2/UKF1,SE,exports,all,395,
2019,nuts2/UKF1,FI,exports,all,35,
2019,nuts2/UKF1,AT,exports,all,48,
2019,nuts2/UKF1,MT,exports,all,20,
2019,nuts2/UKF1,EE,exports,all,6,
2019,nuts2/UKF1,LV,exports,all,7,
2019,nuts2/UKF1,LT,exports,all,11,
2019,nuts2/UKF1,PL,exports,all,171,
2019,nuts2/UKF1,CZ,exports,all,48,
2019,nuts2/UKF1,SK,exports,all,32,
2019,nuts2/UKF1,HU,exports,all,28,
2019,nuts2/UKF1,RO,exports,all,31,
2019,nuts2/UKF1,BG,exports,all,9,
2019,nuts2/UKF1,SI,exports,all,7,
2019,nuts2/UKF1,HR,exports,all,6,
2019,nuts2/UKF1,CY,exports,all,10,
2019,nuts2/UKF1,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/em-btta,FR,exports,all,34,
2019,nuts2/em-btta,NL,exports,all,41,
2019,nuts2/em-btta,DE,exports,all,42,
2019,nuts2/em-btta,IT,exports,all,16,
2019,nuts2/em-btta,IE,exports,all,60,
2019,nuts2/em-btta,DK,exports,all,10,
2019,nuts2/em-btta,GR,exports,all,3,
2019,nuts2/em-btta,PT,exports,all,4,
2019,nuts2/em-btta,ES,exports,all,17,
2019,nuts2/em-btta,BE,exports,all,19,
2019,nuts2/em-btta,LU,exports,all,1,
2019,nuts2/em-btta,SE,exports,all,10,
2019,nuts2/em-btta,FI,exports,all,4,
2019,nuts2/em-btta,AT,exports,all,3,
2019,nuts2/em-btta,MT,exports,all,3,
2019,nuts2/em-btta,EE,exports,all,1,
2019,nuts2/em-btta,LV,exports,all,1,
2019,nuts2/em-btta,LT,exports,all,3,
2019,nuts2/em-btta,PL,exports,all,19,
2019,nuts2/em-btta,CZ,exports,all,6,
2019,nuts2/em-btta,SK,exports,all,9,
2019,nuts2/em-btta,HU,exports,all,4,
2019,nuts2/em-btta,RO,exports,all,4,
2019,nuts2/em-btta,BG,exports,all,1,
2019,nuts2/em-btta,SI,exports,all,1,
2019,nuts2/em-btta,HR,exports,all,1,
2019,nuts2/em-btta,CY,exports,all,3,
2019,nuts2/em-energy,NL,exports,all,34,
2019,nuts2/UKF2,FR,exports,all,577,
2019,nuts2/UKF2,NL,exports,all,305,
2019,nuts2/UKF2,DE,exports,all,860,
2019,nuts2/UKF2,IT,exports,all,231,
2019,nuts2/UKF2,IE,exports,all,568,
2019,nuts2/UKF2,DK,exports,all,56,
2019,nuts2/UKF2,GR,exports,all,21,
2019,nuts2/UKF2,PT,exports,all,26,
2019,nuts2/UKF2,ES,exports,all,214,
2019,nuts2/UKF2,BE,exports,all,194,
2019,nuts2/UKF2,LU,exports,all,3,
2019,nuts2/UKF2,SE,exports,all,127,
2019,nuts2/UKF2,FI,exports,all,34,
2019,nuts2/UKF2,AT,exports,all,43,
2019,nuts2/UKF2,MT,exports,all,12,
2019,nuts2/UKF2,EE,exports,all,7,
2019,nuts2/UKF2,LV,exports,all,4,
2019,nuts2/UKF2,LT,exports,all,7,
2019,nuts2/UKF2,PL,exports,all,121,
2019,nuts2/UKF2,CZ,exports,all,73,
2019,nuts2/UKF2,SK,exports,all,24,
2019,nuts2/UKF2,HU,exports,all,28,
2019,nuts2/UKF2,RO,exports,all,28,
2019,nuts2/UKF2,BG,exports,all,5,
2019,nuts2/UKF2,SI,exports,all,10,
2019,nuts2/UKF2,HR,exports,all,6,
2019,nuts2/UKF2,CY,exports,all,10,
2019,nuts2/UKF2,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKF3,FR,exports,all,87,
2019,nuts2/UKF3,NL,exports,all,114,
2019,nuts2/UKF3,DE,exports,all,149,
2019,nuts2/UKF3,IT,exports,all,41,
2019,nuts2/UKF3,IE,exports,all,129,
2019,nuts2/UKF3,DK,exports,all,20,
2019,nuts2/UKF3,GR,exports,all,3,
2019,nuts2/UKF3,PT,exports,all,17,
2019,nuts2/UKF3,ES,exports,all,79,
2019,nuts2/UKF3,BE,exports,all,41,
2019,nuts2/UKF3,LU,exports,all,1,
2019,nuts2/UKF3,SE,exports,all,26,
2019,nuts2/UKF3,FI,exports,all,12,
2019,nuts2/UKF3,AT,exports,all,9,
2019,nuts2/UKF3,MT,exports,all,2,
2019,nuts2/UKF3,EE,exports,all,1,
2019,nuts2/UKF3,LV,exports,all,2,
2019,nuts2/UKF3,LT,exports,all,2,
2019,nuts2/UKF3,PL,exports,all,24,
2019,nuts2/UKF3,CZ,exports,all,24,
2019,nuts2/UKF3,SK,exports,all,1,
2019,nuts2/UKF3,HU,exports,all,3,
2019,nuts2/UKF3,RO,exports,all,7,
2019,nuts2/UKF3,BG,exports,all,2,
2019,nuts2/UKF3,SI,exports,all,1,
2019,nuts2/UKF3,HR,exports,all,1,
2019,nuts2/UKF3,CY,exports,all,2,
2019,nuts2/UKF3,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKI4,FR,exports,all,627,
2019,nuts2/UKI4,NL,exports,all,583,
2019,nuts2/UKI4,DE,exports,all,1056,
2019,nuts2/UKI4,IT,exports,all,405,
2019,nuts2/UKI4,IE,exports,all,520,
2019,nuts2/UKI4,DK,exports,all,32,
2019,nuts2/UKI4,GR,exports,all,32,
2019,nuts2/UKI4,PT,exports,all,54,
2019,nuts2/UKI4,ES,exports,all,325,
2019,nuts2/UKI4,BE,exports,all,123,
2019,nuts2/UKI4,LU,exports,all,14,
2019,nuts2/UKI4,SE,exports,all,171,
2019,nuts2/UKI4,FI,exports,all,15,
2019,nuts2/UKI4,AT,exports,all,46,
2019,nuts2/UKI4,MT,exports,all,10,
2019,nuts2/UKI4,EE,exports,all,6,
2019,nuts2/UKI4,LV,exports,all,7,
2019,nuts2/UKI4,LT,exports,all,32,
2019,nuts2/UKI4,PL,exports,all,330,
2019,nuts2/UKI4,CZ,exports,all,64,
2019,nuts2/UKI4,SK,exports,all,8,
2019,nuts2/UKI4,HU,exports,all,11,
2019,nuts2/UKI4,RO,exports,all,29,
2019,nuts2/UKI4,BG,exports,all,6,
2019,nuts2/UKI4,SI,exports,all,5,
2019,nuts2/UKI4,HR,exports,all,6,
2019,nuts2/UKI4,CY,exports,all,20,
2019,nuts2/UKI4,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKI3,FR,exports,all,2107,
2019,nuts2/UKI3,NL,exports,all,1303,
2019,nuts2/UKI3,DE,exports,all,1864,
2019,nuts2/UKI3,IT,exports,all,498,
2019,nuts2/UKI3,IE,exports,all,820,
2019,nuts2/UKI3,DK,exports,all,93,
2019,nuts2/UKI3,GR,exports,all,54,
2019,nuts2/UKI3,PT,exports,all,78,
2019,nuts2/UKI3,ES,exports,all,436,
2019,nuts2/UKI3,BE,exports,all,537,
2019,nuts2/UKI3,LU,exports,all,11,
2019,nuts2/UKI3,SE,exports,all,250,
2019,nuts2/UKI3,FI,exports,all,32,
2019,nuts2/UKI3,AT,exports,all,52,
2019,nuts2/UKI3,MT,exports,all,29,
2019,nuts2/UKI3,EE,exports,all,15,
2019,nuts2/UKI3,LV,exports,all,10,
2019,nuts2/UKI3,LT,exports,all,66,
2019,nuts2/UKI3,PL,exports,all,306,
2019,nuts2/UKI3,CZ,exports,all,52,
2019,nuts2/UKI3,SK,exports,all,8,
2019,nuts2/UKI3,HU,exports,all,20,
2019,nuts2/UKI3,RO,exports,all,32,
2019,nuts2/UKI3,BG,exports,all,12,
2019,nuts2/UKI3,SI,exports,all,8,
2019,nuts2/UKI3,HR,exports,all,10,
2019,nuts2/UKI3,CY,exports,all,15,
2019,nuts2/UKI3,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/lo-btta,FR,exports,all,96,
2019,nuts2/lo-btta,NL,exports,all,78,
2019,nuts2/lo-btta,DE,exports,all,123,
2019,nuts2/lo-btta,IT,exports,all,61,
2019,nuts2/lo-btta,IE,exports,all,126,
2019,nuts2/lo-btta,DK,exports,all,16,
2019,nuts2/lo-btta,GR,exports,all,10,
2019,nuts2/lo-btta,PT,exports,all,10,
2019,nuts2/lo-btta,ES,exports,all,49,
2019,nuts2/lo-btta,BE,exports,all,31,
2019,nuts2/lo-btta,LU,exports,all,2,
2019,nuts2/lo-btta,SE,exports,all,26,
2019,nuts2/lo-btta,FI,exports,all,7,
2019,nuts2/lo-btta,AT,exports,all,9,
2019,nuts2/lo-btta,MT,exports,all,8,
2019,nuts2/lo-btta,EE,exports,all,2,
2019,nuts2/lo-btta,LV,exports,all,2,
2019,nuts2/lo-btta,LT,exports,all,3,
2019,nuts2/lo-btta,PL,exports,all,30,
2019,nuts2/lo-btta,CZ,exports,all,12,
2019,nuts2/lo-btta,SK,exports,all,4,
2019,nuts2/lo-btta,HU,exports,all,7,
2019,nuts2/lo-btta,RO,exports,all,13,
2019,nuts2/lo-btta,BG,exports,all,2,
2019,nuts2/lo-btta,SI,exports,all,2,
2019,nuts2/lo-btta,HR,exports,all,1,
2019,nuts2/lo-btta,CY,exports,all,8,
2019,nuts2/UKI5,FR,exports,all,130,
2019,nuts2/UKI5,NL,exports,all,83,
2019,nuts2/UKI5,DE,exports,all,325,
2019,nuts2/UKI5,IT,exports,all,54,
2019,nuts2/UKI5,IE,exports,all,119,
2019,nuts2/UKI5,DK,exports,all,9,
2019,nuts2/UKI5,GR,exports,all,10,
2019,nuts2/UKI5,PT,exports,all,15,
2019,nuts2/UKI5,ES,exports,all,160,
2019,nuts2/UKI5,BE,exports,all,73,
2019,nuts2/UKI5,LU,exports,all,3,
2019,nuts2/UKI5,SE,exports,all,14,
2019,nuts2/UKI5,FI,exports,all,6,
2019,nuts2/UKI5,AT,exports,all,13,
2019,nuts2/UKI5,MT,exports,all,6,
2019,nuts2/UKI5,EE,exports,all,2,
2019,nuts2/UKI5,LV,exports,all,4,
2019,nuts2/UKI5,LT,exports,all,4,
2019,nuts2/UKI5,PL,exports,all,39,
2019,nuts2/UKI5,CZ,exports,all,13,
2019,nuts2/UKI5,SK,exports,all,31,
2019,nuts2/UKI5,HU,exports,all,4,
2019,nuts2/UKI5,RO,exports,all,30,
2019,nuts2/UKI5,BG,exports,all,3,
2019,nuts2/UKI5,SI,exports,all,1,
2019,nuts2/UKI5,HR,exports,all,2,
2019,nuts2/UKI5,CY,exports,all,14,
2019,nuts2/UKI5,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKI6,FR,exports,all,70,
2019,nuts2/UKI6,NL,exports,all,69,
2019,nuts2/UKI6,DE,exports,all,240,
2019,nuts2/UKI6,IT,exports,all,31,
2019,nuts2/UKI6,IE,exports,all,143,
2019,nuts2/UKI6,DK,exports,all,19,
2019,nuts2/UKI6,GR,exports,all,5,
2019,nuts2/UKI6,PT,exports,all,7,
2019,nuts2/UKI6,ES,exports,all,31,
2019,nuts2/UKI6,BE,exports,all,21,
2019,nuts2/UKI6,LU,exports,all,1,
2019,nuts2/UKI6,SE,exports,all,25,
2019,nuts2/UKI6,FI,exports,all,7,
2019,nuts2/UKI6,AT,exports,all,12,
2019,nuts2/UKI6,MT,exports,all,7,
2019,nuts2/UKI6,EE,exports,all,3,
2019,nuts2/UKI6,LV,exports,all,3,
2019,nuts2/UKI6,LT,exports,all,3,
2019,nuts2/UKI6,PL,exports,all,24,
2019,nuts2/UKI6,CZ,exports,all,32,
2019,nuts2/UKI6,SK,exports,all,3,
2019,nuts2/UKI6,HU,exports,all,12,
2019,nuts2/UKI6,RO,exports,all,6,
2019,nuts2/UKI6,BG,exports,all,2,
2019,nuts2/UKI6,SI,exports,all,1,
2019,nuts2/UKI6,HR,exports,all,1,
2019,nuts2/UKI6,CY,exports,all,3,
2019,nuts2/UKI6,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/UKI7,FR,exports,all,453,
2019,nuts2/UKI7,NL,exports,all,409,
2019,nuts2/UKI7,DE,exports,all,539,
2019,nuts2/UKI7,IT,exports,all,188,
2019,nuts2/UKI7,IE,exports,all,609,
2019,nuts2/UKI7,DK,exports,all,50,
2019,nuts2/UKI7,GR,exports,all,76,
2019,nuts2/UKI7,PT,exports,all,47,
2019,nuts2/UKI7,ES,exports,all,197,
2019,nuts2/UKI7,BE,exports,all,113,
2019,nuts2/UKI7,LU,exports,all,8,
2019,nuts2/UKI7,SE,exports,all,66,
2019,nuts2/UKI7,FI,exports,all,20,
2019,nuts2/UKI7,AT,exports,all,36,
2019,nuts2/UKI7,MT,exports,all,14,
2019,nuts2/UKI7,EE,exports,all,12,
2019,nuts2/UKI7,LV,exports,all,23,
2019,nuts2/UKI7,LT,exports,all,8,
2019,nuts2/UKI7,PL,exports,all,97,
2019,nuts2/UKI7,CZ,exports,all,86,
2019,nuts2/UKI7,SK,exports,all,9,
2019,nuts2/UKI7,HU,exports,all,30,
2019,nuts2/UKI7,RO,exports,all,24,
2019,nuts2/UKI7,BG,exports,all,15,
2019,nuts2/UKI7,SI,exports,all,5,
2019,nuts2/UKI7,HR,exports,all,5,
2019,nuts2/UKI7,CY,exports,all,16,
2019,nuts2/UKI7,below-threshold-traders,exports,all,,not-applicable
2019,nuts2/ne-btta,FR,exports,all,7,
2019,nuts2/ne-btta,NL,exports,all,9,
2019,nuts2/ne-btta,DE,exports,all,10,
2019,nuts2/ne-btta,IT,exports,all,4,
2019,nuts2/ne-btta,IE,exports,all,13,
2019,nuts2/ne-btta,DK,exports,all,2,
2019,nuts2/ne-btta,GR,exports,all,1,
2019,nuts2/ne-btta,PT,exports,all,1,
2019,nuts2/ne-btta,ES,exports,all,4,
2019,nuts2/ne-btta,BE,exports,all,4,
