Investment Direction,Year,International Trade Basis,FDI Area,FDI Component,FDI Industry,Value,Marker
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Mining & quarrying,-21.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Textiles & wood activities,17.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Metal and machinery products,4.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Transport equipment,38.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Other manufacturing,30.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Electricity, gas, water and waste",111.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Construction,196.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Information and communication,1665.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Financial services,933.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Administrative and support service activities,99.0,
inward,2018,BPM6,Other European Countries,Total Net Fdi In The Uk,Other services,,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Mining & quarrying,,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",248.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Metal and machinery products,2.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Transport equipment,,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Other manufacturing,,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Electricity, gas, water and waste",-199.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Construction,-87.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Transportation & storage,247.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Information and communication,-513.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Financial services,920.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Administrative and support service activities,-70.0,
inward,2019,BPM6,Other European Countries,Total Net Fdi In The Uk,Other services,,disclosive
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Other manufacturing,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",5.0,
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Transportation & storage,-6.0,
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Information and communication,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Financial services,-40.0,
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,"Professional, scientific & technical services",1.0,
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Administrative and support service activities,,itis-nil
inward,2016,BPM6,Russia,Total Net Fdi In The Uk,Other services,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Computer, electronic and optical products",,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Other manufacturing,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",2.0,
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Information and communication,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Financial services,-5.0,
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Administrative and support service activities,,itis-nil
inward,2017,BPM6,Russia,Total Net Fdi In The Uk,Other services,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Computer, electronic and optical products",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Other manufacturing,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",,disclosive
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Information and communication,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Financial services,54.0,
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,"Professional, scientific & technical services",,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Administrative and support service activities,,itis-nil
inward,2018,BPM6,Russia,Total Net Fdi In The Uk,Other services,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Computer, electronic and optical products",,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Other manufacturing,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",-1.0,
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Transportation & storage,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Information and communication,,itis-nil
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Financial services,37.0,
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Administrative and support service activities,,disclosive
inward,2019,BPM6,Russia,Total Net Fdi In The Uk,Other services,,disclosive
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Mining & quarrying,-27.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",19.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Textiles & wood activities,8.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Metal and machinery products,18.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transport equipment,26.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other manufacturing,23.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Electricity, gas, water and waste",354.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Construction,,disclosive
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",316.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transportation & storage,-47.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Information and communication,,disclosive
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Financial services,1086.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Professional, scientific & technical services",1320.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Administrative and support service activities,80.0,
inward,2016,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other services,101.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Agriculture, forest & fishing",12.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Mining & quarrying,,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Textiles & wood activities,-11.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Metal and machinery products,-15.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Computer, electronic and optical products",-14.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transport equipment,-26.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other manufacturing,124.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Construction,,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",289.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transportation & storage,-44.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Information and communication,,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Financial services,1810.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Professional, scientific & technical services",-1127.0,
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Administrative and support service activities,,disclosive
inward,2017,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other services,-30.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Mining & quarrying,-21.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",2.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Textiles & wood activities,16.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Metal and machinery products,4.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transport equipment,38.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other manufacturing,30.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Electricity, gas, water and waste",126.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Construction,186.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Information and communication,1644.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Financial services,1041.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Administrative and support service activities,98.0,
inward,2018,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other services,,disclosive
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Mining & quarrying,,disclosive
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,disclosive
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Textiles & wood activities,1.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",248.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Metal and machinery products,2.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Computer, electronic and optical products",2.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transport equipment,-20.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other manufacturing,,disclosive
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Electricity, gas, water and waste",-189.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Construction,-88.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",84.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Transportation & storage,248.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Information and communication,-572.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Financial services,880.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,"Professional, scientific & technical services",,disclosive
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Administrative and support service activities,-68.0,
inward,2019,BPM6,Uk Offshore Islands,Total Net Fdi In The Uk,Other services,,disclosive
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Agriculture, forest & fishing",-1.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Mining & quarrying,-4678.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",-1984.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Textiles & wood activities,-211.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",3470.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Metal and machinery products,108.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Transport equipment,58.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Other manufacturing,135.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,disclosive
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Construction,274.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",266.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Transportation & storage,-104.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Information and communication,16532.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Financial services,10117.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,"Professional, scientific & technical services",-273.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Administrative and support service activities,1208.0,
inward,2016,BPM6,The Americas,Total Net Fdi In The Uk,Other services,1037.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Mining & quarrying,390.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",905.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Textiles & wood activities,1500.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",-1033.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Metal and machinery products,124.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Computer, electronic and optical products",-22.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Transport equipment,,disclosive
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Other manufacturing,1167.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Electricity, gas, water and waste",294.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Construction,,disclosive
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",1149.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Information and communication,5119.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Financial services,4105.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,"Professional, scientific & technical services",3024.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Administrative and support service activities,453.0,
inward,2017,BPM6,The Americas,Total Net Fdi In The Uk,Other services,2599.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Mining & quarrying,-1698.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",1384.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Textiles & wood activities,360.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",-1347.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Metal and machinery products,366.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Computer, electronic and optical products",315.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Transport equipment,-23.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Other manufacturing,419.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,disclosive
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Construction,83.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",2495.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Information and communication,,disclosive
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Financial services,369.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,"Professional, scientific & technical services",109.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Administrative and support service activities,11772.0,
inward,2018,BPM6,The Americas,Total Net Fdi In The Uk,Other services,-2010.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,disclosive
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Mining & quarrying,-1913.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",2146.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Textiles & wood activities,-14.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",-581.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Metal and machinery products,170.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Computer, electronic and optical products",,disclosive
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Transport equipment,-1671.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Other manufacturing,132.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,disclosive
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Construction,,disclosive
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",557.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Transportation & storage,502.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Information and communication,,disclosive
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Financial services,3068.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,"Professional, scientific & technical services",7853.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Administrative and support service activities,-383.0,
inward,2019,BPM6,The Americas,Total Net Fdi In The Uk,Other services,1394.0,
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Computer, electronic and optical products",,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Other manufacturing,,disclosive
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",7.0,
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Transportation & storage,,disclosive
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Information and communication,,disclosive
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Financial services,1.0,
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,"Professional, scientific & technical services",,itis-nil
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Administrative and support service activities,,disclosive
inward,2016,BPM6,Brazil,Total Net Fdi In The Uk,Other services,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Agriculture, forest & fishing",,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Mining & quarrying,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Food products, beverages & tobacco products",,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Textiles & wood activities,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Petroleum, chemicals, pharmaceuticals, rubber, plastic products",,disclosive
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Metal and machinery products,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Computer, electronic and optical products",,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Transport equipment,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Other manufacturing,,disclosive
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Electricity, gas, water and waste",,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Construction,,itis-nil
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,"Retail & wholesale trade, repair of motor vehicles & motor cycles,",,disclosive
inward,2017,BPM6,Brazil,Total Net Fdi In The Uk,Transportation & storage,,disclosive
